purchase_id,customer_id,purchase_datetime,product_id,product_category,product_subcategory,product_collection,purchase_value,related_contact_id
A_P00025,A_U1434,2025-03-04 12:18:00,unknown,unknown,unknown,unknown,60.12,A_C00049
A_P00026,A_U1278,2025-08-01 16:35:00,P0023,earphones,unknown,unknown,57.96,A_C00051
A_P00027,A_U2460,2025-10-29 09:11:00,P0019,kits_and_bundles,unknown,unknown,139.9,A_C00052
A_P00028,A_U0433,2025-06-15 12:53:00,P0055,other_accessories,phone_cases,men,20.55,A_C00053
A_P00029,A_U2427,2025-04-28 17:54:00,P0022,earphones,unknown,unknown,41.23,A_C00054
A_P00030,A_U1332,2025-03-09 21:45:00,P0001,retro_consoles,caseover_console,unknown,136.53,A_C00055
A_P00031,A_U1512,2025-06-18 07:06:00,unknown,unknown,unknown,unknown,74.43,A_C00057
A_P00032,A_U0759,2025-03-25 23:49:00,P0005,retro_consoles,caseover_projector,unknown,125.67,A_C00058
A_P00033,A_U2352,2025-04-16 23:30:00,unknown,unknown,unknown,unknown,27.14,A_C00060
A_P00034,A_U2563,2025-03-22 14:42:00,P0024,earphones,unknown,unknown,28.88,A_C00063
A_P00035,A_U1116,2025-07-16 19:27:00,unknown,unknown,unknown,unknown,94.97,A_C00066
A_P00036,A_U2254,2025-01-06 05:24:00,P0059,other_accessories,phone_cases,women,19.16,A_C00069
A_P00037,A_U0769,2025-07-23 13:50:00,P0051,other_accessories,phone_cases,cars,11.28,A_C00070
A_P00038,A_U2581,2025-08-09 11:21:00,P0040,other_accessories,phone_cases,all_phone_cases,25.49,A_C00071
A_P00039,A_U2082,2025-09-07 14:02:00,P0011,car_accessories,unknown,unknown,48.99,A_C00073
A_P00040,A_U1582,2025-12-29 08:15:00,P0013,cameras_and_accessories,unknown,unknown,51.98,A_C00076
A_P00041,A_U1818,2025-02-11 22:37:00,P0007,retro_consoles,caseover_projector,unknown,109.45,A_C00080
A_P00042,A_U0324,2025-08-13 19:31:00,P0011,car_accessories,unknown,unknown,51.26,A_C00081
A_P00043,A_U1906,2025-11-24 10:18:00,P0055,other_accessories,phone_cases,men,13.38,A_C00082
A_P00044,A_U1576,2025-11-04 20:17:00,P0058,other_accessories,phone_cases,women,32.59,A_C00083
A_P00045,A_U0674,2025-04-30 05:06:00,P0004,retro_consoles,caseover_console,unknown,177.22,A_C00087
A_P00046,A_U2283,2025-05-28 17:59:00,P0011,car_accessories,unknown,unknown,22.01,A_C00088
A_P00047,A_U1238,2025-08-06 13:41:00,P0020,kits_and_bundles,unknown,unknown,126.99,A_C00090
A_P00048,A_U0778,2025-12-29 13:16:00,P0003,retro_consoles,caseover_console,unknown,161.89,A_C00093
A_P00049,A_U0841,2025-01-26 13:22:00,P0047,other_accessories,phone_cases,personalized_cases,34.66,A_C00094
A_P00050,A_U2213,2025-04-08 00:08:00,P0021,earphones,unknown,unknown,20.46,A_C00095
A_P00051,A_U2699,2025-07-16 05:02:00,P0005,retro_consoles,caseover_projector,unknown,122.38,A_C00097
A_P00052,A_U2301,2025-04-06 10:34:00,P0003,retro_consoles,caseover_console,unknown,124.89,A_C00102
A_P00053,A_U2298,2025-12-29 08:01:00,P0024,earphones,unknown,unknown,51.03,A_C00104
A_P00054,A_U1266,2025-12-13 15:17:00,P0023,earphones,unknown,unknown,35.68,A_C00105
A_P00055,A_U0204,2025-09-10 07:35:00,P0019,kits_and_bundles,unknown,unknown,94.08,A_C00107
A_P00056,A_U1451,2025-01-29 11:10:00,P0021,earphones,unknown,unknown,37.04,A_C00110
A_P00057,A_U2147,2025-01-30 14:03:00,P0020,kits_and_bundles,unknown,unknown,99.84,A_C00112
A_P00058,A_U2573,2025-06-28 05:39:00,P0013,cameras_and_accessories,unknown,unknown,49.78,A_C00114
A_P00059,A_U0315,2025-08-29 13:20:00,P0028,other_accessories,airpods_cases,unknown,16.68,A_C00116
A_P00060,A_U2652,2025-05-12 07:01:00,P0048,other_accessories,phone_cases,personalized_cases,32.75,A_C00119
A_P00061,A_U0679,2025-09-04 00:22:00,P0033,other_accessories,chargers_and_others,unknown,16.36,A_C00124
A_P00062,A_U1922,2025-11-08 18:51:00,unknown,unknown,unknown,unknown,79.1,A_C00125
A_P00063,A_U0567,2025-11-05 08:15:00,unknown,unknown,unknown,unknown,87.42,A_C00126
A_P00064,A_U2162,2025-06-28 10:33:00,P0018,kits_and_bundles,unknown,unknown,120.72,A_C00130
A_P00065,A_U1530,2025-04-01 20:07:00,P0027,other_accessories,airpods_cases,unknown,17.51,A_C00133
A_P00066,A_U1802,2025-11-16 00:08:00,P0011,car_accessories,unknown,unknown,20.92,A_C00137
A_P00067,A_U1440,2025-06-27 04:49:00,P0053,other_accessories,phone_cases,men,17.81,A_C00139
A_P00068,A_U0656,2025-12-06 02:08:00,P0023,earphones,unknown,unknown,46.44,A_C00140
A_P00069,A_U0532,2025-08-05 05:42:00,P0038,other_accessories,phone_cases,all_phone_cases,25.34,A_C00146
A_P00070,A_U0227,2025-10-17 22:56:00,P0020,kits_and_bundles,unknown,unknown,91.3,A_C00148
A_P00071,A_U2602,2025-12-11 09:24:00,P0052,other_accessories,phone_cases,cars,30.75,A_C00149
A_P00072,A_U2569,2025-07-24 08:14:00,P0024,earphones,unknown,unknown,40.76,A_C00151
A_P00073,A_U0836,2025-05-08 06:26:00,P0015,cameras_and_accessories,unknown,unknown,53.58,A_C00152
A_P00074,A_U2071,2025-06-08 14:28:00,P0023,earphones,unknown,unknown,57.82,A_C00155
A_P00075,A_U1766,2025-02-10 05:50:00,P0009,car_accessories,unknown,unknown,32.29,A_C00156
A_P00076,A_U2432,2025-05-30 01:23:00,P0013,cameras_and_accessories,unknown,unknown,85.86,A_C00160
A_P00077,A_U2578,2025-01-18 17:35:00,P0021,earphones,unknown,unknown,24.95,A_C00161
A_P00078,A_U0993,2025-02-03 11:35:00,P0009,car_accessories,unknown,unknown,50.29,A_C00162
A_P00079,A_U0324,2025-05-17 03:27:00,unknown,unknown,unknown,unknown,34.4,A_C00167
A_P00080,A_U2744,2025-11-09 15:36:00,unknown,unknown,unknown,unknown,47.55,A_C00168
A_P00081,A_U1949,2025-06-08 00:23:00,P0023,earphones,unknown,unknown,60.92,A_C00169
A_P00082,A_U1186,2025-11-02 08:57:00,P0020,kits_and_bundles,unknown,unknown,142.34,A_C00171
A_P00083,A_U2326,2025-09-08 08:05:00,P0005,retro_consoles,caseover_projector,unknown,135.58,A_C00173
A_P00084,A_U1017,2025-01-14 22:03:00,P0001,retro_consoles,caseover_console,unknown,100.28,A_C00174
A_P00085,A_U0485,2025-06-07 09:46:00,unknown,unknown,unknown,unknown,53.25,A_C00175
A_P00086,A_U2441,2025-11-04 14:00:00,P0038,other_accessories,phone_cases,all_phone_cases,12.44,A_C00177
A_P00087,A_U2132,2025-06-25 02:59:00,P0018,kits_and_bundles,unknown,unknown,117.93,A_C00178
A_P00088,A_U2289,2025-06-26 22:14:00,unknown,unknown,unknown,unknown,89.77,A_C00179
A_P00089,A_U1610,2025-07-26 07:14:00,unknown,unknown,unknown,unknown,34.8,A_C00182
A_P00090,A_U1418,2025-02-09 02:54:00,P0030,other_accessories,protection_accessories,unknown,9.82,A_C00183
A_P00091,A_U0232,2025-02-11 09:31:00,P0037,other_accessories,phone_cases,all_phone_cases,34.61,A_C00185
A_P00092,A_U2636,2025-09-28 00:30:00,P0020,kits_and_bundles,unknown,unknown,95.56,A_C00187
A_P00093,A_U0592,2025-11-01 23:50:00,P0013,cameras_and_accessories,unknown,unknown,104.3,A_C00188
A_P00094,A_U1962,2025-11-25 19:16:00,P0015,cameras_and_accessories,unknown,unknown,66.59,A_C00191
A_P00095,A_U1474,2025-07-17 23:03:00,unknown,unknown,unknown,unknown,74.3,A_C00192
A_P00096,A_U0067,2025-05-02 15:51:00,P0021,earphones,unknown,unknown,30.09,A_C00193
A_P00097,A_U2002,2025-12-22 03:30:00,P0020,kits_and_bundles,unknown,unknown,114.54,A_C00194
A_P00098,A_U0305,2025-12-24 12:57:00,P0001,retro_consoles,caseover_console,unknown,100.14,A_C00195
A_P00099,A_U2195,2025-12-03 03:11:00,P0049,other_accessories,phone_cases,cars,30.01,A_C00197
A_P00100,A_U1111,2025-01-04 14:58:00,P0001,retro_consoles,caseover_console,unknown,158.94,A_C00201
A_P00101,A_U0574,2025-10-26 01:41:00,P0039,other_accessories,phone_cases,all_phone_cases,34.16,A_C00203
A_P00102,A_U1557,2025-02-22 19:26:00,P0033,other_accessories,chargers_and_others,unknown,16.55,A_C00205
A_P00103,A_U0437,2025-02-11 06:54:00,P0021,earphones,unknown,unknown,19.23,A_C00206
A_P00104,A_U0995,2025-07-08 12:05:00,P0008,retro_consoles,caseover_projector,unknown,136.16,A_C00208
A_P00105,A_U1361,2025-11-14 23:46:00,unknown,unknown,unknown,unknown,53.32,A_C00210
A_P00106,A_U0728,2025-12-12 18:00:00,P0012,car_accessories,unknown,unknown,39.91,A_C00211
A_P00107,A_U1676,2025-09-08 00:58:00,P0004,retro_consoles,caseover_console,unknown,140.42,A_C00213
A_P00108,A_U1714,2025-07-27 05:46:00,P0023,earphones,unknown,unknown,44.47,A_C00214
A_P00109,A_U2286,2025-07-20 03:39:00,P0014,cameras_and_accessories,unknown,unknown,65.68,A_C00216
A_P00110,A_U0257,2025-07-28 15:58:00,P0042,other_accessories,phone_cases,football,24.12,A_C00221
A_P00111,A_U2504,2025-05-05 09:11:00,P0012,car_accessories,unknown,unknown,29.59,A_C00222
A_P00112,A_U1471,2025-12-19 00:28:00,P0024,earphones,unknown,unknown,40.97,A_C00225
A_P00113,A_U2029,2025-07-05 23:07:00,P0030,other_accessories,protection_accessories,unknown,34.72,A_C00227
A_P00114,A_U0848,2025-10-22 12:31:00,P0012,car_accessories,unknown,unknown,54.46,A_C00230
A_P00115,A_U1878,2025-08-25 05:47:00,P0010,car_accessories,unknown,unknown,30.5,A_C00234
A_P00116,A_U2368,2025-03-01 13:55:00,P0039,other_accessories,phone_cases,all_phone_cases,19.91,A_C00235
A_P00117,A_U1026,2025-01-23 11:09:00,P0010,car_accessories,unknown,unknown,18.04,A_C00237
A_P00118,A_U1954,2025-01-19 23:23:00,unknown,unknown,unknown,unknown,33.32,A_C00238
A_P00119,A_U0586,2025-01-20 15:20:00,unknown,unknown,unknown,unknown,21.94,A_C00240
A_P00120,A_U0412,2025-02-06 09:18:00,P0012,car_accessories,unknown,unknown,46.82,A_C00241
A_P00121,A_U2329,2025-06-19 04:03:00,P0001,retro_consoles,caseover_console,unknown,175.64,A_C00244
A_P00122,A_U1631,2025-07-22 07:13:00,P0020,kits_and_bundles,unknown,unknown,96.34,A_C00245
A_P00123,A_U2095,2025-12-27 20:54:00,unknown,unknown,unknown,unknown,19.63,A_C00246
A_P00124,A_U0354,2025-12-05 15:00:00,P0006,retro_consoles,caseover_projector,unknown,137.2,A_C00247
A_P00125,A_U1373,2025-10-10 16:03:00,P0019,kits_and_bundles,unknown,unknown,101.25,A_C00249
A_P00126,A_U1045,2025-11-01 10:10:00,P0042,other_accessories,phone_cases,football,17.83,A_C00250
A_P00127,A_U0283,2025-11-30 07:23:00,P0009,car_accessories,unknown,unknown,45.36,A_C00253
A_P00128,A_U0994,2025-06-21 23:06:00,unknown,unknown,unknown,unknown,65.88,A_C00254
A_P00129,A_U0348,2025-07-18 23:30:00,P0055,other_accessories,phone_cases,men,30.97,A_C00257
A_P00130,A_U1610,2025-09-27 03:50:00,unknown,unknown,unknown,unknown,52.28,A_C00258
A_P00131,A_U0713,2025-01-14 06:00:00,P0034,other_accessories,chargers_and_others,unknown,30.42,A_C00261
A_P00132,A_U0911,2025-02-28 00:31:00,P0049,other_accessories,phone_cases,cars,13.34,A_C00262
A_P00133,A_U1775,2025-10-14 12:41:00,P0012,car_accessories,unknown,unknown,19.28,A_C00264
A_P00134,A_U0954,2025-12-05 12:58:00,P0021,earphones,unknown,unknown,26.28,A_C00268
A_P00135,A_U2427,2025-04-27 15:10:00,P0021,earphones,unknown,unknown,43.48,A_C00269
A_P00136,A_U1396,2025-10-02 22:44:00,P0007,retro_consoles,caseover_projector,unknown,176.65,A_C00271
A_P00137,A_U1996,2025-08-08 11:47:00,unknown,unknown,unknown,unknown,25.19,A_C00273
A_P00138,A_U2745,2025-09-01 01:49:00,P0034,other_accessories,chargers_and_others,unknown,27.78,A_C00276
A_P00139,A_U0682,2025-11-19 10:58:00,P0021,earphones,unknown,unknown,21.46,A_C00277
A_P00140,A_U1385,2025-08-22 01:48:00,P0008,retro_consoles,caseover_projector,unknown,177.82,A_C00279
A_P00141,A_U1677,2025-09-27 17:35:00,P0016,cameras_and_accessories,unknown,unknown,55.75,A_C00280
A_P00142,A_U1478,2025-01-04 01:53:00,P0008,retro_consoles,caseover_projector,unknown,135.25,A_C00281
A_P00143,A_U0474,2025-04-13 23:02:00,unknown,unknown,unknown,unknown,36.06,A_C00282
A_P00144,A_U2416,2025-03-05 03:46:00,unknown,unknown,unknown,unknown,87.22,A_C00284
A_P00145,A_U1057,2025-04-24 23:45:00,P0012,car_accessories,unknown,unknown,47.1,A_C00287
A_P00146,A_U0706,2025-04-08 11:35:00,P0024,earphones,unknown,unknown,61.28,A_C00290
A_P00147,A_U1526,2025-01-30 08:48:00,unknown,unknown,unknown,unknown,76.92,A_C00291
A_P00148,A_U1315,2025-04-15 01:45:00,P0019,kits_and_bundles,unknown,unknown,113.8,A_C00292
A_P00149,A_U1022,2025-01-05 01:36:00,unknown,unknown,unknown,unknown,54.1,A_C00294
A_P00150,A_U1828,2025-03-28 23:21:00,unknown,unknown,unknown,unknown,28.03,A_C00295
A_P00151,A_U2633,2025-04-30 05:20:00,P0038,other_accessories,phone_cases,all_phone_cases,8.2,A_C00298
A_P00152,A_U2624,2025-04-11 20:55:00,P0010,car_accessories,unknown,unknown,42.44,A_C00300
A_P00153,A_U2287,2025-03-06 17:17:00,unknown,unknown,unknown,unknown,32.87,A_C00303
A_P00154,A_U0292,2025-06-08 20:15:00,P0041,other_accessories,phone_cases,football,17.25,A_C00305
A_P00155,A_U2595,2025-06-16 01:25:00,P0001,retro_consoles,caseover_console,unknown,96.52,A_C00308
A_P00156,A_U0017,2025-08-08 20:10:00,P0012,car_accessories,unknown,unknown,29.03,A_C00309
A_P00157,A_U1192,2025-06-20 01:25:00,unknown,unknown,unknown,unknown,16.53,A_C00310
A_P00158,A_U0919,2025-09-06 22:56:00,P0034,other_accessories,chargers_and_others,unknown,28.82,A_C00311
A_P00159,A_U0827,2025-05-15 02:11:00,P0013,cameras_and_accessories,unknown,unknown,108.48,A_C00315
A_P00160,A_U1082,2025-06-05 03:10:00,P0017,kits_and_bundles,unknown,unknown,70.82,A_C00317
A_P00161,A_U0567,2025-08-07 06:29:00,P0015,cameras_and_accessories,unknown,unknown,73.05,A_C00318
A_P00162,A_U1019,2025-06-23 16:49:00,P0003,retro_consoles,caseover_console,unknown,137.97,A_C00323
A_P00163,A_U2677,2025-01-16 12:59:00,P0022,earphones,unknown,unknown,44.43,A_C00326
A_P00164,A_U1489,2025-09-06 14:44:00,P0035,other_accessories,chargers_and_others,unknown,26.96,A_C00328
A_P00165,A_U1610,2025-03-30 10:15:00,P0024,earphones,unknown,unknown,39.5,A_C00330
A_P00166,A_U0726,2025-09-08 05:01:00,P0019,kits_and_bundles,unknown,unknown,93.26,A_C00332
A_P00167,A_U1405,2025-12-17 01:48:00,P0040,other_accessories,phone_cases,all_phone_cases,13.42,A_C00333
A_P00168,A_U2557,2025-09-23 06:28:00,P0019,kits_and_bundles,unknown,unknown,134.67,A_C00334
A_P00169,A_U2304,2025-06-20 02:12:00,P0036,other_accessories,chargers_and_others,unknown,18.28,A_C00335
A_P00170,A_U0218,2025-09-07 18:14:00,P0004,retro_consoles,caseover_console,unknown,125.49,A_C00336
A_P00171,A_U0793,2025-04-07 21:02:00,unknown,unknown,unknown,unknown,61.72,A_C00340
A_P00172,A_U1536,2025-07-17 17:02:00,P0053,other_accessories,phone_cases,men,24.93,A_C00346
A_P00173,A_U1783,2025-08-31 20:20:00,unknown,unknown,unknown,unknown,61.0,A_C00348
A_P00174,A_U0933,2025-11-15 00:18:00,P0020,kits_and_bundles,unknown,unknown,134.26,A_C00349
A_P00175,A_U0591,2025-05-02 04:38:00,unknown,unknown,unknown,unknown,57.97,A_C00352
A_P00176,A_U0077,2025-11-24 02:04:00,P0020,kits_and_bundles,unknown,unknown,125.58,A_C00359
A_P00177,A_U0609,2025-05-08 23:03:00,P0005,retro_consoles,caseover_projector,unknown,151.33,A_C00360
A_P00178,A_U2516,2025-09-27 18:27:00,P0056,other_accessories,phone_cases,men,9.09,A_C00361
A_P00179,A_U1998,2025-03-11 11:16:00,unknown,unknown,unknown,unknown,23.26,A_C00362
A_P00180,A_U0319,2025-07-14 18:12:00,P0034,other_accessories,chargers_and_others,unknown,19.88,A_C00364
A_P00181,A_U0943,2025-01-23 10:14:00,P0023,earphones,unknown,unknown,51.85,A_C00365
A_P00182,A_U1973,2025-09-19 10:09:00,P0021,earphones,unknown,unknown,19.84,A_C00366
A_P00183,A_U0745,2025-08-18 04:35:00,P0010,car_accessories,unknown,unknown,18.61,A_C00369
A_P00184,A_U2360,2025-02-05 14:47:00,P0016,cameras_and_accessories,unknown,unknown,85.46,A_C00373
A_P00185,A_U0483,2025-07-16 04:33:00,P0023,earphones,unknown,unknown,44.54,A_C00374
A_P00186,A_U2507,2025-04-24 09:05:00,P0021,earphones,unknown,unknown,45.15,A_C00375
A_P00187,A_U2448,2025-01-26 01:15:00,P0036,other_accessories,chargers_and_others,unknown,29.17,A_C00379
A_P00188,A_U2092,2025-07-11 00:40:00,unknown,unknown,unknown,unknown,47.44,A_C00380
A_P00189,A_U2044,2025-09-09 10:28:00,P0022,earphones,unknown,unknown,23.63,A_C00387
A_P00190,A_U1734,2025-06-18 10:30:00,P0006,retro_consoles,caseover_projector,unknown,96.0,A_C00390
A_P00191,A_U0937,2025-10-24 14:34:00,P0055,other_accessories,phone_cases,men,12.77,A_C00393
A_P00192,A_U2047,2025-03-01 16:52:00,P0021,earphones,unknown,unknown,20.82,A_C00394
A_P00193,A_U1042,2025-06-23 20:00:00,P0037,other_accessories,phone_cases,all_phone_cases,11.27,A_C00395
A_P00194,A_U0030,2025-07-09 03:29:00,P0016,cameras_and_accessories,unknown,unknown,50.54,A_C00406
A_P00195,A_U2562,2025-03-26 22:19:00,P0020,kits_and_bundles,unknown,unknown,142.55,A_C00407
A_P00196,A_U0748,2025-02-04 21:40:00,P0001,retro_consoles,caseover_console,unknown,110.8,A_C00408
A_P00197,A_U0419,2025-04-08 15:48:00,P0014,cameras_and_accessories,unknown,unknown,114.86,A_C00409
A_P00198,A_U1900,2025-09-03 17:07:00,P0004,retro_consoles,caseover_console,unknown,171.13,A_C00410
A_P00199,A_U2395,2025-02-27 10:33:00,P0015,cameras_and_accessories,unknown,unknown,79.99,A_C00414
A_P00200,A_U2641,2025-10-29 09:30:00,P0011,car_accessories,unknown,unknown,38.68,A_C00416
A_P00201,A_U2224,2025-09-08 02:58:00,P0048,other_accessories,phone_cases,personalized_cases,22.34,A_C00417
A_P00202,A_U1841,2025-04-11 19:11:00,P0045,other_accessories,phone_cases,personalized_cases,28.95,A_C00418
A_P00203,A_U0405,2025-01-23 02:11:00,P0015,cameras_and_accessories,unknown,unknown,90.9,A_C00421
A_P00204,A_U0289,2025-11-04 22:58:00,P0009,car_accessories,unknown,unknown,38.66,A_C00423
A_P00205,A_U2068,2025-05-09 04:25:00,P0060,other_accessories,phone_cases,women,30.31,A_C00425
A_P00206,A_U1325,2025-08-19 22:07:00,P0055,other_accessories,phone_cases,men,34.54,A_C00426
A_P00207,A_U1131,2025-12-19 04:05:00,P0007,retro_consoles,caseover_projector,unknown,114.8,A_C00428
A_P00208,A_U0391,2025-08-11 02:18:00,P0013,cameras_and_accessories,unknown,unknown,105.89,A_C00430
A_P00209,A_U0535,2025-10-17 03:17:00,P0027,other_accessories,airpods_cases,unknown,15.19,A_C00434
A_P00210,A_U0639,2025-10-29 01:58:00,unknown,unknown,unknown,unknown,39.41,A_C00437
A_P00211,A_U2738,2025-01-22 14:01:00,P0024,earphones,unknown,unknown,48.77,A_C00439
A_P00212,A_U1148,2025-03-13 04:45:00,P0022,earphones,unknown,unknown,37.61,A_C00444
A_P00213,A_U0566,2025-04-24 14:07:00,P0049,other_accessories,phone_cases,cars,12.97,A_C00446
A_P00214,A_U1122,2025-02-08 18:42:00,P0022,earphones,unknown,unknown,50.31,A_C00448
A_P00215,A_U1472,2025-01-26 18:55:00,P0041,other_accessories,phone_cases,football,14.11,A_C00449
A_P00216,A_U2528,2025-06-12 03:11:00,P0038,other_accessories,phone_cases,all_phone_cases,22.06,A_C00451
A_P00217,A_U0583,2025-06-24 06:19:00,unknown,unknown,unknown,unknown,16.99,A_C00454
A_P00218,A_U1859,2025-08-24 14:48:00,P0025,other_accessories,airpods_cases,unknown,10.46,A_C00455
A_P00219,A_U1841,2025-08-04 16:43:00,P0020,kits_and_bundles,unknown,unknown,147.54,A_C00456
A_P00220,A_U2317,2025-11-29 13:35:00,P0013,cameras_and_accessories,unknown,unknown,53.23,A_C00457
A_P00221,A_U0539,2025-12-04 11:13:00,P0001,retro_consoles,caseover_console,unknown,133.57,A_C00458
A_P00222,A_U1810,2025-01-20 17:27:00,P0009,car_accessories,unknown,unknown,42.17,A_C00459
A_P00223,A_U2504,2025-08-25 22:34:00,P0002,retro_consoles,caseover_console,unknown,164.72,A_C00461
A_P00224,A_U1751,2025-11-03 22:04:00,P0010,car_accessories,unknown,unknown,22.04,A_C00462
A_P00225,A_U2553,2025-05-07 10:10:00,P0045,other_accessories,phone_cases,personalized_cases,34.44,A_C00464
A_P00226,A_U2612,2025-03-23 09:48:00,P0013,cameras_and_accessories,unknown,unknown,68.9,A_C00466
A_P00227,A_U2331,2025-08-02 17:24:00,unknown,unknown,unknown,unknown,65.18,A_C00467
A_P00228,A_U1818,2025-07-27 05:56:00,P0020,kits_and_bundles,unknown,unknown,139.88,A_C00472
A_P00229,A_U0357,2025-04-30 13:55:00,P0023,earphones,unknown,unknown,27.05,A_C00474
A_P00230,A_U1134,2025-07-26 20:19:00,P0022,earphones,unknown,unknown,43.5,A_C00475
A_P00231,A_U2251,2025-04-06 05:46:00,P0046,other_accessories,phone_cases,personalized_cases,11.51,A_C00476
A_P00232,A_U0381,2025-11-01 06:19:00,P0018,kits_and_bundles,unknown,unknown,147.59,A_C00479
A_P00233,A_U1890,2025-11-11 06:19:00,P0035,other_accessories,chargers_and_others,unknown,29.4,A_C00481
A_P00234,A_U1784,2025-07-14 08:27:00,P0021,earphones,unknown,unknown,33.29,A_C00483
A_P00235,A_U0366,2025-07-23 00:27:00,P0056,other_accessories,phone_cases,men,10.96,A_C00487
A_P00236,A_U1156,2025-11-09 11:36:00,unknown,unknown,unknown,unknown,30.06,A_C00488
A_P00237,A_U1576,2025-11-15 15:36:00,P0023,earphones,unknown,unknown,48.92,A_C00489
A_P00238,A_U0557,2025-02-24 10:21:00,P0009,car_accessories,unknown,unknown,32.23,A_C00490
A_P00239,A_U0925,2025-03-20 14:41:00,P0051,other_accessories,phone_cases,cars,23.34,A_C00491
A_P00240,A_U1510,2025-02-19 21:39:00,P0029,other_accessories,protection_accessories,unknown,10.11,A_C00492
A_P00241,A_U2192,2025-10-16 21:46:00,P0035,other_accessories,chargers_and_others,unknown,26.77,A_C00494
A_P00242,A_U2448,2025-09-24 23:59:00,P0023,earphones,unknown,unknown,31.48,A_C00495
A_P00243,A_U0338,2025-02-04 21:07:00,P0001,retro_consoles,caseover_console,unknown,172.36,A_C00496
A_P00244,A_U0620,2025-08-13 07:47:00,P0042,other_accessories,phone_cases,football,34.12,A_C00497
A_P00245,A_U2440,2025-12-07 20:54:00,P0023,earphones,unknown,unknown,20.55,A_C00498
A_P00246,A_U1083,2025-10-06 15:44:00,P0049,other_accessories,phone_cases,cars,20.81,A_C00499
A_P00247,A_U1603,2025-06-22 21:12:00,P0024,earphones,unknown,unknown,49.62,A_C00502
A_P00248,A_U0279,2025-01-05 23:19:00,P0002,retro_consoles,caseover_console,unknown,175.79,A_C00503
A_P00249,A_U2614,2025-02-05 12:47:00,unknown,unknown,unknown,unknown,35.27,A_C00504
A_P00250,A_U1136,2025-10-15 20:39:00,P0058,other_accessories,phone_cases,women,12.82,A_C00506
A_P00251,A_U2354,2025-01-26 16:20:00,P0034,other_accessories,chargers_and_others,unknown,11.27,A_C00509
A_P00252,A_U2193,2025-12-15 05:04:00,P0015,cameras_and_accessories,unknown,unknown,98.23,A_C00510
A_P00253,A_U1188,2025-08-09 05:11:00,unknown,unknown,unknown,unknown,73.83,A_C00511
A_P00254,A_U0574,2025-01-04 08:57:00,P0013,cameras_and_accessories,unknown,unknown,112.66,A_C00512
A_P00255,A_U2198,2025-02-20 22:12:00,P0048,other_accessories,phone_cases,personalized_cases,26.94,A_C00514
A_P00256,A_U0436,2025-02-22 16:30:00,P0059,other_accessories,phone_cases,women,11.26,A_C00516
