purchase_id,customer_id,purchase_datetime,product_id,product_category,product_subcategory,product_collection,purchase_value,related_contact_id
C_P0043,C_U0215,2025-09-24 02:38:00,P0051,other_accessories,phone_cases,cars,21.69,C_C0114
C_P0044,C_U0027,2025-12-22 20:43:00,P0008,retro_consoles,caseover_projector,unknown,148.39,C_C0115
C_P0045,C_U0105,2025-12-23 22:51:00,P0017,kits_and_bundles,unknown,unknown,48.51,C_C0118
C_P0046,C_U0294,2025-04-13 15:34:00,P0055,other_accessories,phone_cases,men,13.46,C_C0119
C_P0047,C_U0295,2025-11-28 07:39:00,P0012,car_accessories,unknown,unknown,26.25,C_C0120
C_P0048,C_U0007,2025-11-09 00:59:00,P0014,cameras_and_accessories,unknown,unknown,82.32,C_C0121
C_P0049,C_U0023,2025-05-20 16:53:00,P0047,other_accessories,phone_cases,personalized_cases,15.83,C_C0126
C_P0050,C_U0236,2025-01-29 16:43:00,P0002,retro_consoles,caseover_console,unknown,146.81,C_C0127
C_P0051,C_U0303,2025-12-27 00:52:00,P0003,retro_consoles,caseover_console,unknown,155.07,C_C0129
C_P0052,C_U0249,2025-12-10 04:55:00,P0010,car_accessories,unknown,unknown,33.84,C_C0130
C_P0053,C_U0298,2025-11-15 23:45:00,P0019,kits_and_bundles,unknown,unknown,63.77,C_C0131
C_P0054,C_U0353,2025-09-18 01:46:00,P0033,other_accessories,chargers_and_others,unknown,32.47,C_C0134
C_P0055,C_U0333,2025-09-16 05:26:00,P0012,car_accessories,unknown,unknown,26.23,C_C0137
C_P0056,C_U0208,2025-11-23 10:20:00,P0031,other_accessories,protection_accessories,unknown,24.77,C_C0142
C_P0057,C_U0063,2025-03-25 06:19:00,P0054,other_accessories,phone_cases,men,18.2,C_C0143
C_P0058,C_U0359,2025-12-12 04:03:00,P0014,cameras_and_accessories,unknown,unknown,86.99,C_C0145
C_P0059,C_U0045,2025-09-21 11:39:00,P0020,kits_and_bundles,unknown,unknown,89.01,C_C0146
C_P0060,C_U0081,2025-10-18 14:22:00,P0056,other_accessories,phone_cases,men,27.11,C_C0147
C_P0061,C_U0217,2025-12-17 16:10:00,P0019,kits_and_bundles,unknown,unknown,59.2,C_C0149
C_P0062,C_U0197,2025-11-17 13:38:00,P0027,other_accessories,airpods_cases,unknown,19.43,C_C0151
C_P0063,C_U0236,2025-09-21 02:18:00,P0021,earphones,unknown,unknown,50.56,C_C0152
C_P0064,C_U0171,2025-06-25 15:14:00,P0045,other_accessories,phone_cases,personalized_cases,23.16,C_C0153
C_P0065,C_U0316,2025-06-11 01:38:00,P0026,other_accessories,airpods_cases,unknown,28.91,C_C0154
C_P0066,C_U0237,2025-05-20 08:11:00,P0011,car_accessories,unknown,unknown,34.04,C_C0156
C_P0067,C_U0216,2025-09-28 02:59:00,P0009,car_accessories,unknown,unknown,46.48,C_C0157
C_P0068,C_U0194,2025-12-01 18:16:00,P0047,other_accessories,phone_cases,personalized_cases,25.06,C_C0159
C_P0069,C_U0356,2025-06-10 12:48:00,P0009,car_accessories,unknown,unknown,36.83,C_C0160
C_P0070,C_U0154,2025-12-28 11:00:00,P0021,earphones,unknown,unknown,58.22,C_C0162
C_P0071,C_U0209,2025-12-09 01:07:00,P0054,other_accessories,phone_cases,men,27.7,C_C0163
C_P0072,C_U0090,2025-02-06 12:06:00,P0039,other_accessories,phone_cases,all_phone_cases,18.42,C_C0165
C_P0073,C_U0186,2025-06-05 18:23:00,P0010,car_accessories,unknown,unknown,29.57,C_C0166
C_P0074,C_U0021,2025-10-12 08:58:00,P0005,retro_consoles,caseover_projector,unknown,111.34,C_C0167
C_P0075,C_U0107,2025-12-04 00:13:00,P0003,retro_consoles,caseover_console,unknown,109.07,C_C0168
C_P0076,C_U0052,2025-11-12 06:19:00,P0023,earphones,unknown,unknown,37.79,C_C0170
C_P0077,C_U0346,2025-09-19 03:03:00,P0019,kits_and_bundles,unknown,unknown,63.49,C_C0171
C_P0078,C_U0184,2025-09-06 04:26:00,P0057,other_accessories,phone_cases,women,34.87,C_C0172
C_P0079,C_U0146,2025-12-15 03:09:00,P0025,other_accessories,airpods_cases,unknown,31.32,C_C0174
C_P0080,C_U0245,2025-12-30 07:13:00,P0039,other_accessories,phone_cases,all_phone_cases,24.8,C_C0175
C_P0081,C_U0104,2025-12-05 01:09:00,P0058,other_accessories,phone_cases,women,18.65,C_C0177
C_P0082,C_U0330,2025-09-04 08:38:00,P0019,kits_and_bundles,unknown,unknown,67.06,C_C0180
C_P0083,C_U0228,2025-12-12 05:05:00,P0016,cameras_and_accessories,unknown,unknown,67.04,C_C0183
C_P0084,C_U0058,2025-12-08 00:38:00,P0024,earphones,unknown,unknown,43.61,C_C0186
C_P0085,C_U0317,2025-12-19 13:57:00,P0002,retro_consoles,caseover_console,unknown,199.57,C_C0187
C_P0086,C_U0068,2025-09-04 08:36:00,P0047,other_accessories,phone_cases,personalized_cases,25.84,C_C0190
C_P0087,C_U0158,2025-12-21 06:22:00,P0023,earphones,unknown,unknown,36.94,C_C0198
C_P0088,C_U0357,2025-07-07 22:57:00,P0021,earphones,unknown,unknown,40.01,C_C0200
C_P0089,C_U0152,2025-12-12 07:10:00,P0015,cameras_and_accessories,unknown,unknown,58.83,C_C0210
C_P0090,C_U0221,2025-03-16 07:37:00,P0039,other_accessories,phone_cases,all_phone_cases,18.66,C_C0211
C_P0091,C_U0204,2025-12-04 00:38:00,P0049,other_accessories,phone_cases,cars,26.99,C_C0212
C_P0092,C_U0043,2025-11-24 08:54:00,P0037,other_accessories,phone_cases,all_phone_cases,29.62,C_C0214
C_P0093,C_U0186,2025-10-24 09:24:00,P0026,other_accessories,airpods_cases,unknown,24.38,C_C0218
C_P0094,C_U0339,2025-09-04 01:28:00,P0017,kits_and_bundles,unknown,unknown,54.09,C_C0219
C_P0095,C_U0185,2025-12-01 04:25:00,P0008,retro_consoles,caseover_projector,unknown,149.32,C_C0220
C_P0096,C_U0099,2025-11-29 07:03:00,P0001,retro_consoles,caseover_console,unknown,146.61,C_C0221
C_P0097,C_U0174,2025-01-30 08:57:00,P0001,retro_consoles,caseover_console,unknown,156.66,C_C0222
C_P0098,C_U0312,2025-12-14 05:40:00,P0005,retro_consoles,caseover_projector,unknown,150.97,C_C0223
C_P0099,C_U0339,2025-04-24 14:39:00,P0018,kits_and_bundles,unknown,unknown,43.16,C_C0224
C_P0100,C_U0157,2025-04-11 08:40:00,P0012,car_accessories,unknown,unknown,20.67,C_C0228
C_P0101,C_U0223,2025-12-27 08:37:00,P0030,other_accessories,protection_accessories,unknown,37.48,C_C0230
C_P0102,C_U0031,2025-12-13 03:52:00,P0044,other_accessories,phone_cases,football,25.23,C_C0231
C_P0103,C_U0093,2025-01-07 14:03:00,P0006,retro_consoles,caseover_projector,unknown,89.46,C_C0232
C_P0104,C_U0358,2025-08-09 13:39:00,P0018,kits_and_bundles,unknown,unknown,41.67,C_C0233
C_P0105,C_U0175,2025-03-12 02:11:00,P0036,other_accessories,chargers_and_others,unknown,18.51,C_C0235
C_P0106,C_U0343,2025-12-14 17:25:00,P0022,earphones,unknown,unknown,48.45,C_C0237
C_P0107,C_U0080,2025-12-08 22:14:00,P0027,other_accessories,airpods_cases,unknown,16.44,C_C0242
C_P0108,C_U0226,2025-12-04 07:37:00,P0019,kits_and_bundles,unknown,unknown,65.12,C_C0244
C_P0109,C_U0167,2025-09-11 02:04:00,P0048,other_accessories,phone_cases,personalized_cases,31.44,C_C0252
C_P0110,C_U0078,2025-08-19 13:54:00,P0014,cameras_and_accessories,unknown,unknown,60.45,C_C0253
C_P0111,C_U0120,2025-12-11 07:55:00,P0042,other_accessories,phone_cases,football,34.33,C_C0257
C_P0112,C_U0061,2025-10-05 20:38:00,P0023,earphones,unknown,unknown,32.44,C_C0258
C_P0113,C_U0290,2025-11-20 01:58:00,P0011,car_accessories,unknown,unknown,49.01,C_C0260
C_P0114,C_U0234,2025-11-04 15:41:00,P0029,other_accessories,protection_accessories,unknown,21.12,C_C0261
C_P0115,C_U0112,2025-12-22 15:12:00,P0017,kits_and_bundles,unknown,unknown,52.11,C_C0262
C_P0116,C_U0193,2025-11-05 12:52:00,P0012,car_accessories,unknown,unknown,22.8,C_C0263
C_P0117,C_U0350,2025-12-07 14:50:00,P0023,earphones,unknown,unknown,52.02,C_C0266
C_P0118,C_U0084,2025-11-10 04:42:00,P0019,kits_and_bundles,unknown,unknown,68.87,C_C0267
C_P0119,C_U0269,2025-09-08 12:11:00,P0005,retro_consoles,caseover_projector,unknown,129.17,C_C0271
C_P0120,C_U0154,2025-09-16 04:43:00,P0010,car_accessories,unknown,unknown,28.49,C_C0276
C_P0121,C_U0064,2025-12-12 19:04:00,P0037,other_accessories,phone_cases,all_phone_cases,25.94,C_C0280
C_P0122,C_U0358,2025-08-21 20:04:00,P0053,other_accessories,phone_cases,men,15.31,C_C0282
C_P0123,C_U0212,2025-11-08 02:37:00,P0057,other_accessories,phone_cases,women,36.93,C_C0283
C_P0124,C_U0154,2025-12-28 06:49:00,P0035,other_accessories,chargers_and_others,unknown,36.06,C_C0284
C_P0125,C_U0226,2025-03-26 01:37:00,P0009,car_accessories,unknown,unknown,35.56,C_C0286
C_P0126,C_U0141,2025-02-04 03:02:00,P0059,other_accessories,phone_cases,women,22.74,C_C0287
C_P0127,C_U0176,2025-09-22 21:58:00,P0057,other_accessories,phone_cases,women,36.98,C_C0288
C_P0128,C_U0012,2025-12-07 00:34:00,P0009,car_accessories,unknown,unknown,38.86,C_C0291
C_P0129,C_U0111,2025-05-05 21:21:00,P0014,cameras_and_accessories,unknown,unknown,57.98,C_C0292
C_P0130,C_U0303,2025-12-16 08:47:00,P0013,cameras_and_accessories,unknown,unknown,78.89,C_C0294
C_P0131,C_U0135,2025-12-28 18:58:00,P0017,kits_and_bundles,unknown,unknown,54.0,C_C0295
C_P0132,C_U0197,2025-05-12 18:14:00,P0013,cameras_and_accessories,unknown,unknown,53.96,C_C0297
C_P0133,C_U0360,2025-04-21 04:23:00,P0015,cameras_and_accessories,unknown,unknown,56.17,C_C0299
C_P0134,C_U0227,2025-12-05 04:46:00,P0051,other_accessories,phone_cases,cars,27.48,C_C0303
C_P0135,C_U0170,2025-12-11 22:09:00,P0023,earphones,unknown,unknown,39.14,C_C0307
C_P0136,C_U0339,2025-03-16 08:03:00,P0022,earphones,unknown,unknown,45.67,C_C0308
C_P0137,C_U0246,2025-02-04 11:42:00,P0026,other_accessories,airpods_cases,unknown,23.68,C_C0309
C_P0138,C_U0179,2025-03-02 00:01:00,P0024,earphones,unknown,unknown,38.05,C_C0311
C_P0139,C_U0063,2025-12-20 23:00:00,P0014,cameras_and_accessories,unknown,unknown,65.82,C_C0318
C_P0140,C_U0184,2025-11-18 12:40:00,P0055,other_accessories,phone_cases,men,19.92,C_C0319
C_P0141,C_U0296,2025-05-26 11:08:00,P0058,other_accessories,phone_cases,women,16.2,C_C0321
C_P0142,C_U0004,2025-09-10 05:51:00,P0010,car_accessories,unknown,unknown,30.32,C_C0325
C_P0143,C_U0301,2025-12-27 18:31:00,P0020,kits_and_bundles,unknown,unknown,64.82,C_C0327
C_P0144,C_U0006,2025-08-12 08:38:00,P0016,cameras_and_accessories,unknown,unknown,41.03,C_C0335
C_P0145,C_U0089,2025-11-16 21:10:00,P0018,kits_and_bundles,unknown,unknown,53.99,C_C0338
C_P0146,C_U0243,2025-09-13 00:53:00,P0053,other_accessories,phone_cases,men,21.15,C_C0340
C_P0147,C_U0189,2025-09-20 00:46:00,P0009,car_accessories,unknown,unknown,41.5,C_C0344
C_P0148,C_U0308,2025-12-18 16:12:00,P0019,kits_and_bundles,unknown,unknown,51.88,C_C0345
C_P0149,C_U0318,2025-06-11 14:47:00,P0020,kits_and_bundles,unknown,unknown,68.7,C_C0347
C_P0150,C_U0257,2025-12-06 04:39:00,P0053,other_accessories,phone_cases,men,20.54,C_C0350
C_P0151,C_U0151,2025-09-23 09:55:00,P0053,other_accessories,phone_cases,men,22.15,C_C0353
C_P0152,C_U0175,2025-11-28 19:17:00,P0020,kits_and_bundles,unknown,unknown,76.65,C_C0357
C_P0153,C_U0005,2025-10-03 04:33:00,P0023,earphones,unknown,unknown,36.52,C_C0359
C_P0154,C_U0280,2025-12-26 13:10:00,P0009,car_accessories,unknown,unknown,56.32,C_C0360
C_P0155,C_U0143,2025-06-01 19:53:00,P0006,retro_consoles,caseover_projector,unknown,121.89,C_C0362
C_P0156,C_U0174,2025-12-13 13:43:00,P0016,cameras_and_accessories,unknown,unknown,59.13,C_C0365
C_P0157,C_U0057,2025-12-04 10:50:00,P0016,cameras_and_accessories,unknown,unknown,74.48,C_C0367
C_P0158,C_U0050,2025-02-09 15:29:00,P0007,retro_consoles,caseover_projector,unknown,102.3,C_C0368
C_P0159,C_U0044,2025-09-29 23:46:00,P0017,kits_and_bundles,unknown,unknown,52.23,C_C0372
C_P0160,C_U0219,2025-06-29 12:58:00,P0013,cameras_and_accessories,unknown,unknown,71.33,C_C0373
C_P0161,C_U0114,2025-11-15 19:30:00,P0014,cameras_and_accessories,unknown,unknown,84.91,C_C0374
C_P0162,C_U0002,2025-12-10 15:57:00,P0045,other_accessories,phone_cases,personalized_cases,25.33,C_C0378
C_P0163,C_U0103,2025-03-02 10:20:00,P0023,earphones,unknown,unknown,40.04,C_C0379
C_P0164,C_U0269,2025-09-13 03:32:00,P0019,kits_and_bundles,unknown,unknown,69.33,C_C0382
C_P0165,C_U0360,2025-09-03 11:32:00,P0018,kits_and_bundles,unknown,unknown,70.31,C_C0385
C_P0166,C_U0305,2025-11-29 23:05:00,P0055,other_accessories,phone_cases,men,20.84,C_C0389
C_P0167,C_U0030,2025-12-09 14:28:00,P0003,retro_consoles,caseover_console,unknown,97.94,C_C0391
C_P0168,C_U0179,2025-07-03 19:11:00,P0056,other_accessories,phone_cases,men,25.41,C_C0392
C_P0169,C_U0194,2025-11-11 18:25:00,P0020,kits_and_bundles,unknown,unknown,82.95,C_C0394
C_P0170,C_U0305,2025-11-29 03:57:00,P0001,retro_consoles,caseover_console,unknown,175.16,C_C0396
C_P0171,C_U0193,2025-11-13 05:31:00,P0014,cameras_and_accessories,unknown,unknown,74.34,C_C0397
C_P0172,C_U0249,2025-09-26 21:05:00,P0010,car_accessories,unknown,unknown,27.56,C_C0398
C_P0173,C_U0002,2025-11-25 09:29:00,P0018,kits_and_bundles,unknown,unknown,47.1,C_C0399
C_P0174,C_U0202,2025-11-26 11:18:00,P0004,retro_consoles,caseover_console,unknown,154.33,C_C0401
C_P0175,C_U0059,2025-09-21 16:45:00,P0005,retro_consoles,caseover_projector,unknown,125.7,C_C0402
C_P0176,C_U0330,2025-11-18 09:35:00,P0006,retro_consoles,caseover_projector,unknown,147.08,C_C0405
C_P0177,C_U0157,2025-10-02 01:27:00,P0006,retro_consoles,caseover_projector,unknown,115.08,C_C0416
C_P0178,C_U0172,2025-05-28 13:50:00,P0027,other_accessories,airpods_cases,unknown,16.67,C_C0420
C_P0179,C_U0064,2025-12-24 09:45:00,P0005,retro_consoles,caseover_projector,unknown,147.41,C_C0421
C_P0180,C_U0202,2025-09-29 04:00:00,P0010,car_accessories,unknown,unknown,34.52,C_C0422
C_P0181,C_U0325,2025-12-23 17:19:00,P0047,other_accessories,phone_cases,personalized_cases,21.87,C_C0426
C_P0182,C_U0233,2025-09-17 22:13:00,P0005,retro_consoles,caseover_projector,unknown,128.84,C_C0428
C_P0183,C_U0189,2025-03-03 03:32:00,P0047,other_accessories,phone_cases,personalized_cases,22.72,C_C0429
C_P0184,C_U0253,2025-05-21 16:37:00,P0004,retro_consoles,caseover_console,unknown,102.78,C_C0430
C_P0185,C_U0261,2025-09-04 11:39:00,P0010,car_accessories,unknown,unknown,33.23,C_C0433
C_P0186,C_U0093,2025-12-29 22:57:00,P0049,other_accessories,phone_cases,cars,26.32,C_C0436
C_P0187,C_U0100,2025-11-09 12:16:00,P0050,other_accessories,phone_cases,cars,30.16,C_C0437
C_P0188,C_U0074,2025-12-24 04:00:00,P0016,cameras_and_accessories,unknown,unknown,53.63,C_C0444
C_P0189,C_U0205,2025-11-05 09:10:00,P0041,other_accessories,phone_cases,football,23.18,C_C0447
C_P0190,C_U0336,2025-11-04 12:46:00,P0014,cameras_and_accessories,unknown,unknown,87.66,C_C0449
C_P0191,C_U0150,2025-11-03 06:37:00,P0013,cameras_and_accessories,unknown,unknown,84.3,C_C0450
C_P0192,C_U0079,2025-04-17 04:32:00,P0013,cameras_and_accessories,unknown,unknown,62.54,C_C0452
C_P0193,C_U0076,2025-12-30 13:38:00,P0024,earphones,unknown,unknown,60.13,C_C0453
C_P0194,C_U0173,2025-03-01 01:12:00,P0048,other_accessories,phone_cases,personalized_cases,27.38,C_C0454
C_P0195,C_U0134,2025-07-11 20:16:00,P0022,earphones,unknown,unknown,42.12,C_C0457
C_P0196,C_U0139,2025-09-08 23:13:00,P0014,cameras_and_accessories,unknown,unknown,64.15,C_C0458
C_P0197,C_U0081,2025-05-20 05:07:00,P0018,kits_and_bundles,unknown,unknown,46.18,C_C0459
C_P0198,C_U0236,2025-09-15 15:24:00,P0054,other_accessories,phone_cases,men,21.95,C_C0463
C_P0199,C_U0089,2025-12-21 10:11:00,P0013,cameras_and_accessories,unknown,unknown,77.89,C_C0464
C_P0200,C_U0029,2025-12-31 01:40:00,P0022,earphones,unknown,unknown,65.76,C_C0467
C_P0201,C_U0169,2025-09-27 13:01:00,P0036,other_accessories,chargers_and_others,unknown,25.53,C_C0468
C_P0202,C_U0049,2025-03-03 07:29:00,P0019,kits_and_bundles,unknown,unknown,43.99,C_C0470
C_P0203,C_U0205,2025-12-04 21:32:00,P0014,cameras_and_accessories,unknown,unknown,74.31,C_C0473
C_P0204,C_U0195,2025-06-16 05:54:00,P0012,car_accessories,unknown,unknown,18.79,C_C0475
C_P0205,C_U0276,2025-12-02 20:44:00,P0022,earphones,unknown,unknown,61.12,C_C0477
C_P0206,C_U0337,2025-03-11 04:35:00,P0020,kits_and_bundles,unknown,unknown,54.33,C_C0478
C_P0207,C_U0339,2025-09-10 09:57:00,P0043,other_accessories,phone_cases,football,25.05,C_C0479
C_P0208,C_U0271,2025-11-06 06:35:00,P0058,other_accessories,phone_cases,women,21.36,C_C0483
C_P0209,C_U0156,2025-09-09 22:52:00,P0024,earphones,unknown,unknown,52.31,C_C0484
C_P0210,C_U0082,2025-11-13 17:53:00,P0004,retro_consoles,caseover_console,unknown,133.74,C_C0485
C_P0211,C_U0261,2025-11-03 03:03:00,P0023,earphones,unknown,unknown,51.08,C_C0486
C_P0212,C_U0165,2025-02-22 05:54:00,P0012,car_accessories,unknown,unknown,19.14,C_C0488
C_P0213,C_U0121,2025-11-04 21:18:00,P0030,other_accessories,protection_accessories,unknown,33.17,C_C0491
C_P0214,C_U0214,2025-05-23 01:19:00,P0016,cameras_and_accessories,unknown,unknown,44.06,C_C0492
C_P0215,C_U0113,2025-09-07 04:41:00,P0025,other_accessories,airpods_cases,unknown,28.34,C_C0493
C_P0216,C_U0012,2025-04-19 11:30:00,P0060,other_accessories,phone_cases,women,22.46,C_C0494
C_P0217,C_U0282,2025-07-15 05:34:00,P0058,other_accessories,phone_cases,women,17.2,C_C0496
C_P0218,C_U0084,2025-02-23 17:47:00,P0020,kits_and_bundles,unknown,unknown,54.19,C_C0498
C_P0219,C_U0197,2025-12-25 19:54:00,P0016,cameras_and_accessories,unknown,unknown,57.3,C_C0499
