purchase_id,customer_id,purchase_datetime,product_id,product_category,product_subcategory,product_collection,purchase_value,related_contact_id
A_P0037,A_U0045,2025-03-10 23:54:00,P0054,other_accessories,phone_cases,men,20.14,A_C0075
A_P0038,A_U0113,2025-11-22 14:32:00,P0060,other_accessories,phone_cases,women,30.13,A_C0078
A_P0039,A_U0276,2025-11-24 08:24:00,P0018,kits_and_bundles,unknown,unknown,43.52,A_C0080
A_P0040,A_U0028,2025-04-08 15:22:00,P0014,cameras_and_accessories,unknown,unknown,58.13,A_C0082
A_P0041,A_U0263,2025-06-19 12:51:00,P0010,car_accessories,unknown,unknown,27.29,A_C0084
A_P0042,A_U0249,2025-08-28 11:00:00,P0057,other_accessories,phone_cases,women,40.25,A_C0086
A_P0043,A_U0242,2025-12-27 20:21:00,P0050,other_accessories,phone_cases,cars,23.32,A_C0087
A_P0044,A_U0311,2025-09-08 10:08:00,P0031,other_accessories,protection_accessories,unknown,27.23,A_C0090
A_P0045,A_U0242,2025-10-22 10:38:00,P0028,other_accessories,airpods_cases,unknown,21.34,A_C0094
A_P0046,A_U0136,2025-09-25 10:22:00,P0017,kits_and_bundles,unknown,unknown,38.16,A_C0095
A_P0047,A_U0268,2025-09-16 17:56:00,P0012,car_accessories,unknown,unknown,19.79,A_C0099
A_P0048,A_U0150,2025-06-22 20:18:00,P0017,kits_and_bundles,unknown,unknown,51.5,A_C0103
A_P0049,A_U0106,2025-10-11 03:29:00,P0060,other_accessories,phone_cases,women,32.84,A_C0105
A_P0050,A_U0073,2025-11-27 00:16:00,P0001,retro_consoles,caseover_console,unknown,141.08,A_C0108
A_P0051,A_U0255,2025-12-24 21:11:00,P0002,retro_consoles,caseover_console,unknown,138.76,A_C0111
A_P0052,A_U0348,2025-05-19 15:57:00,P0005,retro_consoles,caseover_projector,unknown,102.78,A_C0112
A_P0053,A_U0064,2025-06-08 16:09:00,P0014,cameras_and_accessories,unknown,unknown,70.86,A_C0113
A_P0054,A_U0121,2025-11-13 12:36:00,P0017,kits_and_bundles,unknown,unknown,59.31,A_C0114
A_P0055,A_U0017,2025-01-13 04:29:00,P0002,retro_consoles,caseover_console,unknown,118.81,A_C0115
A_P0056,A_U0347,2025-10-15 20:11:00,P0015,cameras_and_accessories,unknown,unknown,44.89,A_C0116
A_P0057,A_U0350,2025-01-02 10:39:00,P0019,kits_and_bundles,unknown,unknown,53.55,A_C0117
A_P0058,A_U0338,2025-11-23 05:15:00,P0027,other_accessories,airpods_cases,unknown,19.04,A_C0119
A_P0059,A_U0155,2025-10-27 14:22:00,P0010,car_accessories,unknown,unknown,29.25,A_C0120
A_P0060,A_U0250,2025-04-23 23:27:00,P0044,other_accessories,phone_cases,football,25.73,A_C0122
A_P0061,A_U0203,2025-12-09 10:57:00,P0059,other_accessories,phone_cases,women,27.14,A_C0123
A_P0062,A_U0230,2025-12-12 09:36:00,P0023,earphones,unknown,unknown,40.73,A_C0124
A_P0063,A_U0109,2025-02-28 08:10:00,P0013,cameras_and_accessories,unknown,unknown,60.84,A_C0126
A_P0064,A_U0175,2025-06-19 03:04:00,P0022,earphones,unknown,unknown,39.16,A_C0131
A_P0065,A_U0231,2025-12-14 08:20:00,P0044,other_accessories,phone_cases,football,19.88,A_C0133
A_P0066,A_U0352,2025-03-30 00:43:00,P0011,car_accessories,unknown,unknown,41.0,A_C0134
A_P0067,A_U0033,2025-10-20 05:08:00,P0012,car_accessories,unknown,unknown,22.62,A_C0136
A_P0068,A_U0177,2025-02-13 20:53:00,P0017,kits_and_bundles,unknown,unknown,56.83,A_C0138
A_P0069,A_U0091,2025-12-05 14:05:00,P0042,other_accessories,phone_cases,football,31.77,A_C0139
A_P0070,A_U0006,2025-07-25 12:53:00,P0031,other_accessories,protection_accessories,unknown,23.95,A_C0141
A_P0071,A_U0162,2025-09-23 11:19:00,P0021,earphones,unknown,unknown,47.75,A_C0146
A_P0072,A_U0342,2025-11-26 05:03:00,P0052,other_accessories,phone_cases,cars,15.77,A_C0150
A_P0073,A_U0180,2025-06-08 15:32:00,P0046,other_accessories,phone_cases,personalized_cases,23.45,A_C0151
A_P0074,A_U0106,2025-11-24 11:26:00,P0040,other_accessories,phone_cases,all_phone_cases,40.34,A_C0152
A_P0075,A_U0276,2025-05-07 13:42:00,P0017,kits_and_bundles,unknown,unknown,32.21,A_C0153
A_P0076,A_U0091,2025-02-19 02:58:00,P0047,other_accessories,phone_cases,personalized_cases,18.63,A_C0154
A_P0077,A_U0145,2025-03-23 21:04:00,P0006,retro_consoles,caseover_projector,unknown,96.21,A_C0155
A_P0078,A_U0038,2025-02-04 21:15:00,P0032,other_accessories,protection_accessories,unknown,18.03,A_C0156
A_P0079,A_U0116,2025-07-25 20:05:00,P0039,other_accessories,phone_cases,all_phone_cases,27.83,A_C0157
A_P0080,A_U0114,2025-10-30 11:00:00,P0014,cameras_and_accessories,unknown,unknown,77.33,A_C0159
A_P0081,A_U0099,2025-08-06 21:35:00,P0013,cameras_and_accessories,unknown,unknown,73.63,A_C0163
A_P0082,A_U0263,2025-12-11 15:47:00,P0002,retro_consoles,caseover_console,unknown,123.04,A_C0164
A_P0083,A_U0096,2025-10-19 15:55:00,P0040,other_accessories,phone_cases,all_phone_cases,22.86,A_C0166
A_P0084,A_U0024,2025-09-10 02:03:00,P0001,retro_consoles,caseover_console,unknown,100.34,A_C0168
A_P0085,A_U0200,2025-12-22 15:36:00,P0009,car_accessories,unknown,unknown,31.04,A_C0169
A_P0086,A_U0220,2025-11-06 15:01:00,P0006,retro_consoles,caseover_projector,unknown,173.43,A_C0172
A_P0087,A_U0035,2025-08-28 17:33:00,P0018,kits_and_bundles,unknown,unknown,39.94,A_C0173
A_P0088,A_U0269,2025-11-05 07:55:00,P0018,kits_and_bundles,unknown,unknown,68.89,A_C0175
A_P0089,A_U0078,2025-10-25 22:57:00,P0022,earphones,unknown,unknown,44.95,A_C0177
A_P0090,A_U0015,2025-11-13 21:55:00,P0032,other_accessories,protection_accessories,unknown,32.61,A_C0178
A_P0091,A_U0103,2025-08-15 03:44:00,P0033,other_accessories,chargers_and_others,unknown,34.77,A_C0179
A_P0092,A_U0291,2025-11-02 01:01:00,P0050,other_accessories,phone_cases,cars,31.05,A_C0180
A_P0093,A_U0036,2025-10-22 08:46:00,P0023,earphones,unknown,unknown,35.05,A_C0187
A_P0094,A_U0169,2025-12-30 23:13:00,P0036,other_accessories,chargers_and_others,unknown,20.1,A_C0188
A_P0095,A_U0005,2025-11-10 19:35:00,P0036,other_accessories,chargers_and_others,unknown,17.64,A_C0189
A_P0096,A_U0252,2025-11-20 10:25:00,P0016,cameras_and_accessories,unknown,unknown,50.31,A_C0191
A_P0097,A_U0188,2025-11-05 20:34:00,P0012,car_accessories,unknown,unknown,27.39,A_C0192
A_P0098,A_U0074,2025-05-06 04:35:00,P0041,other_accessories,phone_cases,football,15.94,A_C0193
A_P0099,A_U0327,2025-12-19 07:12:00,P0023,earphones,unknown,unknown,45.48,A_C0194
A_P0100,A_U0200,2025-12-18 02:48:00,P0021,earphones,unknown,unknown,39.4,A_C0197
A_P0101,A_U0082,2025-08-13 12:43:00,P0003,retro_consoles,caseover_console,unknown,92.38,A_C0198
A_P0102,A_U0004,2025-01-19 16:55:00,P0003,retro_consoles,caseover_console,unknown,93.77,A_C0202
A_P0103,A_U0166,2025-01-17 11:08:00,P0025,other_accessories,airpods_cases,unknown,21.43,A_C0204
A_P0104,A_U0080,2025-10-20 01:16:00,P0029,other_accessories,protection_accessories,unknown,20.73,A_C0206
A_P0105,A_U0220,2025-07-02 19:20:00,P0054,other_accessories,phone_cases,men,26.56,A_C0208
A_P0106,A_U0225,2025-04-12 23:56:00,P0025,other_accessories,airpods_cases,unknown,28.79,A_C0213
A_P0107,A_U0100,2025-09-13 15:18:00,P0023,earphones,unknown,unknown,34.96,A_C0214
A_P0108,A_U0104,2025-02-05 10:23:00,P0041,other_accessories,phone_cases,football,16.87,A_C0220
A_P0109,A_U0072,2025-11-28 11:46:00,P0010,car_accessories,unknown,unknown,29.16,A_C0221
A_P0110,A_U0176,2025-03-15 05:53:00,P0019,kits_and_bundles,unknown,unknown,51.53,A_C0224
A_P0111,A_U0287,2025-12-24 06:26:00,P0020,kits_and_bundles,unknown,unknown,61.47,A_C0226
A_P0112,A_U0328,2025-07-30 09:35:00,P0025,other_accessories,airpods_cases,unknown,29.69,A_C0227
A_P0113,A_U0228,2025-05-11 23:32:00,P0034,other_accessories,chargers_and_others,unknown,22.88,A_C0228
A_P0114,A_U0021,2025-11-16 14:51:00,P0007,retro_consoles,caseover_projector,unknown,152.4,A_C0233
A_P0115,A_U0053,2025-09-04 04:42:00,P0058,other_accessories,phone_cases,women,27.03,A_C0236
A_P0116,A_U0352,2025-11-15 19:10:00,P0022,earphones,unknown,unknown,35.66,A_C0240
A_P0117,A_U0153,2025-04-23 13:00:00,P0015,cameras_and_accessories,unknown,unknown,51.61,A_C0241
A_P0118,A_U0117,2025-12-04 20:24:00,P0023,earphones,unknown,unknown,42.05,A_C0244
A_P0119,A_U0095,2025-11-08 05:56:00,P0011,car_accessories,unknown,unknown,50.9,A_C0249
A_P0120,A_U0014,2025-03-02 21:38:00,P0024,earphones,unknown,unknown,38.96,A_C0252
A_P0121,A_U0117,2025-11-05 01:08:00,P0017,kits_and_bundles,unknown,unknown,47.4,A_C0255
A_P0122,A_U0048,2025-12-29 17:21:00,P0009,car_accessories,unknown,unknown,32.54,A_C0256
A_P0123,A_U0083,2025-04-19 07:47:00,P0031,other_accessories,protection_accessories,unknown,29.59,A_C0257
A_P0124,A_U0180,2025-10-10 18:58:00,P0025,other_accessories,airpods_cases,unknown,31.19,A_C0259
A_P0125,A_U0317,2025-07-25 15:07:00,P0042,other_accessories,phone_cases,football,32.14,A_C0262
A_P0126,A_U0112,2025-10-29 03:33:00,P0021,earphones,unknown,unknown,45.55,A_C0263
A_P0127,A_U0299,2025-08-23 16:51:00,P0034,other_accessories,chargers_and_others,unknown,18.1,A_C0265
A_P0128,A_U0130,2025-03-10 18:33:00,P0040,other_accessories,phone_cases,all_phone_cases,25.11,A_C0266
A_P0129,A_U0087,2025-10-10 16:18:00,P0019,kits_and_bundles,unknown,unknown,39.96,A_C0267
A_P0130,A_U0073,2025-12-14 20:15:00,P0026,other_accessories,airpods_cases,unknown,33.49,A_C0269
A_P0131,A_U0058,2025-09-06 11:36:00,P0058,other_accessories,phone_cases,women,20.42,A_C0270
A_P0132,A_U0150,2025-11-06 00:35:00,P0060,other_accessories,phone_cases,women,23.86,A_C0273
A_P0133,A_U0167,2025-09-02 12:41:00,P0001,retro_consoles,caseover_console,unknown,193.58,A_C0274
A_P0134,A_U0204,2025-07-16 03:15:00,P0024,earphones,unknown,unknown,39.09,A_C0275
A_P0135,A_U0134,2025-04-30 02:13:00,P0020,kits_and_bundles,unknown,unknown,85.23,A_C0277
A_P0136,A_U0249,2025-05-18 00:10:00,P0015,cameras_and_accessories,unknown,unknown,46.42,A_C0281
A_P0137,A_U0125,2025-11-06 15:47:00,P0011,car_accessories,unknown,unknown,43.38,A_C0282
A_P0138,A_U0176,2025-12-06 20:11:00,P0049,other_accessories,phone_cases,cars,20.75,A_C0284
A_P0139,A_U0087,2025-11-14 07:11:00,P0020,kits_and_bundles,unknown,unknown,58.83,A_C0287
A_P0140,A_U0255,2025-09-22 21:44:00,P0001,retro_consoles,caseover_console,unknown,113.7,A_C0290
A_P0141,A_U0116,2025-11-26 21:26:00,P0010,car_accessories,unknown,unknown,24.33,A_C0294
A_P0142,A_U0071,2025-04-09 20:35:00,P0010,car_accessories,unknown,unknown,19.74,A_C0295
A_P0143,A_U0213,2025-07-17 06:37:00,P0004,retro_consoles,caseover_console,unknown,98.91,A_C0296
A_P0144,A_U0052,2025-09-11 17:01:00,P0036,other_accessories,chargers_and_others,unknown,24.27,A_C0297
A_P0145,A_U0287,2025-12-23 12:41:00,P0012,car_accessories,unknown,unknown,19.91,A_C0298
A_P0146,A_U0264,2025-11-04 13:03:00,P0037,other_accessories,phone_cases,all_phone_cases,22.0,A_C0299
A_P0147,A_U0228,2025-11-09 15:58:00,P0023,earphones,unknown,unknown,35.2,A_C0300
A_P0148,A_U0105,2025-12-27 00:12:00,P0011,car_accessories,unknown,unknown,50.98,A_C0301
A_P0149,A_U0162,2025-09-21 20:50:00,P0005,retro_consoles,caseover_projector,unknown,143.8,A_C0302
A_P0150,A_U0170,2025-05-08 21:29:00,P0056,other_accessories,phone_cases,men,28.99,A_C0303
A_P0151,A_U0122,2025-11-24 12:02:00,P0011,car_accessories,unknown,unknown,35.82,A_C0308
A_P0152,A_U0319,2025-03-17 14:05:00,P0024,earphones,unknown,unknown,43.69,A_C0310
A_P0153,A_U0049,2025-12-19 08:04:00,P0028,other_accessories,airpods_cases,unknown,19.64,A_C0311
A_P0154,A_U0204,2025-07-06 00:59:00,P0020,kits_and_bundles,unknown,unknown,76.22,A_C0313
A_P0155,A_U0230,2025-12-01 23:34:00,P0045,other_accessories,phone_cases,personalized_cases,36.71,A_C0314
A_P0156,A_U0180,2025-07-30 10:03:00,P0002,retro_consoles,caseover_console,unknown,140.93,A_C0315
A_P0157,A_U0332,2025-08-07 02:54:00,P0059,other_accessories,phone_cases,women,31.45,A_C0317
A_P0158,A_U0309,2025-04-18 02:25:00,P0024,earphones,unknown,unknown,31.45,A_C0318
A_P0159,A_U0076,2025-07-19 00:33:00,P0017,kits_and_bundles,unknown,unknown,33.41,A_C0322
A_P0160,A_U0336,2025-11-09 07:45:00,P0008,retro_consoles,caseover_projector,unknown,114.46,A_C0323
A_P0161,A_U0163,2025-08-23 23:02:00,P0025,other_accessories,airpods_cases,unknown,23.07,A_C0325
A_P0162,A_U0270,2025-02-24 01:46:00,P0021,earphones,unknown,unknown,31.85,A_C0331
A_P0163,A_U0125,2025-06-03 10:46:00,P0007,retro_consoles,caseover_projector,unknown,139.44,A_C0332
A_P0164,A_U0228,2025-03-09 17:38:00,P0041,other_accessories,phone_cases,football,18.24,A_C0334
A_P0165,A_U0090,2025-11-25 11:53:00,P0009,car_accessories,unknown,unknown,48.31,A_C0335
A_P0166,A_U0250,2025-01-10 15:24:00,P0020,kits_and_bundles,unknown,unknown,85.03,A_C0336
A_P0167,A_U0073,2025-03-08 10:54:00,P0058,other_accessories,phone_cases,women,15.27,A_C0341
A_P0168,A_U0265,2025-09-24 02:09:00,P0020,kits_and_bundles,unknown,unknown,57.35,A_C0343
A_P0169,A_U0282,2025-12-16 04:55:00,P0016,cameras_and_accessories,unknown,unknown,45.93,A_C0345
A_P0170,A_U0092,2025-05-30 06:51:00,P0028,other_accessories,airpods_cases,unknown,29.37,A_C0347
A_P0171,A_U0357,2025-01-22 20:05:00,P0019,kits_and_bundles,unknown,unknown,48.4,A_C0348
A_P0172,A_U0092,2025-02-28 11:56:00,P0020,kits_and_bundles,unknown,unknown,47.87,A_C0353
A_P0173,A_U0325,2025-06-08 02:12:00,P0010,car_accessories,unknown,unknown,21.43,A_C0355
A_P0174,A_U0048,2025-10-21 23:56:00,P0015,cameras_and_accessories,unknown,unknown,44.06,A_C0357
A_P0175,A_U0320,2025-11-27 11:29:00,P0014,cameras_and_accessories,unknown,unknown,91.48,A_C0358
A_P0176,A_U0042,2025-05-02 13:13:00,P0005,retro_consoles,caseover_projector,unknown,149.55,A_C0360
A_P0177,A_U0309,2025-11-23 06:32:00,P0008,retro_consoles,caseover_projector,unknown,146.11,A_C0362
A_P0178,A_U0158,2025-04-02 21:49:00,P0023,earphones,unknown,unknown,42.79,A_C0365
A_P0179,A_U0360,2025-04-15 06:31:00,P0033,other_accessories,chargers_and_others,unknown,28.02,A_C0366
A_P0180,A_U0280,2025-10-08 02:57:00,P0019,kits_and_bundles,unknown,unknown,47.93,A_C0367
A_P0181,A_U0161,2025-09-12 08:17:00,P0012,car_accessories,unknown,unknown,22.58,A_C0368
A_P0182,A_U0311,2025-10-21 12:41:00,P0059,other_accessories,phone_cases,women,29.0,A_C0370
A_P0183,A_U0080,2025-04-22 22:04:00,P0003,retro_consoles,caseover_console,unknown,142.17,A_C0372
A_P0184,A_U0033,2025-01-29 21:29:00,P0058,other_accessories,phone_cases,women,19.42,A_C0375
A_P0185,A_U0268,2025-02-27 06:29:00,P0005,retro_consoles,caseover_projector,unknown,168.53,A_C0377
A_P0186,A_U0029,2025-04-07 18:28:00,P0013,cameras_and_accessories,unknown,unknown,73.66,A_C0378
A_P0187,A_U0188,2025-01-05 19:51:00,P0039,other_accessories,phone_cases,all_phone_cases,22.09,A_C0379
A_P0188,A_U0115,2025-01-11 12:49:00,P0017,kits_and_bundles,unknown,unknown,32.85,A_C0380
A_P0189,A_U0014,2025-01-07 09:31:00,P0057,other_accessories,phone_cases,women,29.44,A_C0381
A_P0190,A_U0246,2025-01-06 02:04:00,P0043,other_accessories,phone_cases,football,28.54,A_C0382
A_P0191,A_U0304,2025-04-28 01:49:00,P0024,earphones,unknown,unknown,33.52,A_C0383
A_P0192,A_U0125,2025-08-27 22:45:00,P0020,kits_and_bundles,unknown,unknown,49.9,A_C0389
A_P0193,A_U0214,2025-02-25 02:36:00,P0001,retro_consoles,caseover_console,unknown,120.0,A_C0393
A_P0194,A_U0294,2025-11-26 10:39:00,P0049,other_accessories,phone_cases,cars,24.71,A_C0396
A_P0195,A_U0141,2025-02-10 03:29:00,P0003,retro_consoles,caseover_console,unknown,104.72,A_C0398
A_P0196,A_U0010,2025-12-29 21:57:00,P0008,retro_consoles,caseover_projector,unknown,153.3,A_C0399
A_P0197,A_U0319,2025-09-08 08:30:00,P0026,other_accessories,airpods_cases,unknown,28.4,A_C0402
A_P0198,A_U0167,2025-07-21 05:57:00,P0014,cameras_and_accessories,unknown,unknown,76.93,A_C0403
A_P0199,A_U0063,2025-12-03 05:07:00,P0056,other_accessories,phone_cases,men,37.99,A_C0406
A_P0200,A_U0209,2025-11-23 10:39:00,P0046,other_accessories,phone_cases,personalized_cases,23.93,A_C0409
A_P0201,A_U0107,2025-12-07 06:51:00,P0006,retro_consoles,caseover_projector,unknown,112.85,A_C0411
A_P0202,A_U0176,2025-07-28 20:54:00,P0006,retro_consoles,caseover_projector,unknown,136.87,A_C0412
A_P0203,A_U0066,2025-03-03 07:20:00,P0011,car_accessories,unknown,unknown,38.02,A_C0413
A_P0204,A_U0025,2025-01-15 17:28:00,P0019,kits_and_bundles,unknown,unknown,43.69,A_C0414
A_P0205,A_U0285,2025-11-18 11:03:00,P0001,retro_consoles,caseover_console,unknown,140.21,A_C0415
A_P0206,A_U0111,2025-09-27 03:18:00,P0010,car_accessories,unknown,unknown,26.96,A_C0417
A_P0207,A_U0324,2025-11-07 17:02:00,P0012,car_accessories,unknown,unknown,22.49,A_C0418
A_P0208,A_U0352,2025-09-11 17:23:00,P0022,earphones,unknown,unknown,41.98,A_C0422
A_P0209,A_U0259,2025-12-07 23:01:00,P0003,retro_consoles,caseover_console,unknown,153.4,A_C0423
A_P0210,A_U0008,2025-12-09 06:04:00,P0056,other_accessories,phone_cases,men,24.99,A_C0424
A_P0211,A_U0324,2025-12-26 09:40:00,P0014,cameras_and_accessories,unknown,unknown,68.77,A_C0428
A_P0212,A_U0189,2025-07-30 00:46:00,P0011,car_accessories,unknown,unknown,43.95,A_C0431
A_P0213,A_U0084,2025-10-16 14:43:00,P0057,other_accessories,phone_cases,women,23.48,A_C0433
A_P0214,A_U0168,2025-09-22 06:18:00,P0022,earphones,unknown,unknown,46.65,A_C0435
A_P0215,A_U0008,2025-01-04 08:42:00,P0027,other_accessories,airpods_cases,unknown,17.04,A_C0438
A_P0216,A_U0160,2025-08-15 17:50:00,P0022,earphones,unknown,unknown,39.61,A_C0439
A_P0217,A_U0015,2025-11-08 06:54:00,P0004,retro_consoles,caseover_console,unknown,159.07,A_C0440
A_P0218,A_U0198,2025-10-10 09:07:00,P0001,retro_consoles,caseover_console,unknown,120.64,A_C0442
A_P0219,A_U0137,2025-05-26 01:30:00,P0018,kits_and_bundles,unknown,unknown,40.03,A_C0443
A_P0220,A_U0249,2025-03-10 17:00:00,P0046,other_accessories,phone_cases,personalized_cases,21.47,A_C0444
A_P0221,A_U0329,2025-08-29 19:53:00,P0037,other_accessories,phone_cases,all_phone_cases,19.65,A_C0447
A_P0222,A_U0177,2025-11-22 08:11:00,P0024,earphones,unknown,unknown,54.12,A_C0449
A_P0223,A_U0047,2025-03-26 07:00:00,P0039,other_accessories,phone_cases,all_phone_cases,22.52,A_C0451
A_P0224,A_U0007,2025-12-29 03:23:00,P0017,kits_and_bundles,unknown,unknown,33.93,A_C0453
A_P0225,A_U0278,2025-12-14 15:35:00,P0020,kits_and_bundles,unknown,unknown,55.65,A_C0454
A_P0226,A_U0261,2025-03-07 06:24:00,P0036,other_accessories,chargers_and_others,unknown,18.63,A_C0457
A_P0227,A_U0207,2025-04-26 10:06:00,P0047,other_accessories,phone_cases,personalized_cases,18.69,A_C0459
A_P0228,A_U0261,2025-09-15 07:54:00,P0043,other_accessories,phone_cases,football,27.38,A_C0460
A_P0229,A_U0099,2025-10-04 15:37:00,P0050,other_accessories,phone_cases,cars,26.54,A_C0461
A_P0230,A_U0171,2025-09-24 07:14:00,P0045,other_accessories,phone_cases,personalized_cases,29.37,A_C0462
A_P0231,A_U0202,2025-11-27 07:11:00,P0039,other_accessories,phone_cases,all_phone_cases,22.35,A_C0463
A_P0232,A_U0212,2025-03-25 18:04:00,P0002,retro_consoles,caseover_console,unknown,152.57,A_C0466
A_P0233,A_U0257,2025-09-14 09:41:00,P0015,cameras_and_accessories,unknown,unknown,52.78,A_C0467
A_P0234,A_U0106,2025-12-10 01:43:00,P0058,other_accessories,phone_cases,women,18.09,A_C0471
A_P0235,A_U0146,2025-09-10 23:17:00,P0007,retro_consoles,caseover_projector,unknown,164.01,A_C0472
A_P0236,A_U0111,2025-10-07 18:58:00,P0019,kits_and_bundles,unknown,unknown,70.36,A_C0473
A_P0237,A_U0145,2025-07-14 12:20:00,P0002,retro_consoles,caseover_console,unknown,173.72,A_C0474
A_P0238,A_U0014,2025-07-27 09:37:00,P0007,retro_consoles,caseover_projector,unknown,113.6,A_C0475
A_P0239,A_U0336,2025-12-09 18:15:00,P0024,earphones,unknown,unknown,41.09,A_C0478
A_P0240,A_U0345,2025-07-22 05:28:00,P0001,retro_consoles,caseover_console,unknown,152.41,A_C0480
A_P0241,A_U0185,2025-05-26 22:51:00,P0020,kits_and_bundles,unknown,unknown,85.62,A_C0483
A_P0242,A_U0202,2025-10-05 02:46:00,P0047,other_accessories,phone_cases,personalized_cases,17.53,A_C0487
A_P0243,A_U0015,2025-12-13 12:17:00,P0020,kits_and_bundles,unknown,unknown,54.16,A_C0488
A_P0244,A_U0127,2025-12-18 08:18:00,P0007,retro_consoles,caseover_projector,unknown,141.69,A_C0490
A_P0245,A_U0237,2025-11-16 04:12:00,P0008,retro_consoles,caseover_projector,unknown,156.8,A_C0492
A_P0246,A_U0342,2025-09-10 18:12:00,P0025,other_accessories,airpods_cases,unknown,29.19,A_C0493
A_P0247,A_U0249,2025-10-17 13:44:00,P0035,other_accessories,chargers_and_others,unknown,32.69,A_C0494
A_P0248,A_U0274,2025-09-29 11:48:00,P0050,other_accessories,phone_cases,cars,23.27,A_C0495
A_P0249,A_U0118,2025-09-29 14:24:00,P0037,other_accessories,phone_cases,all_phone_cases,29.55,A_C0496
A_P0250,A_U0242,2025-10-26 18:41:00,P0008,retro_consoles,caseover_projector,unknown,158.26,A_C0500
