purchase_id,customer_id,purchase_datetime,product_id,product_category,product_subcategory,product_collection,purchase_value,related_contact_id
B_P00056,B_U1703,2025-03-20 04:31:00,P0014,cameras_and_accessories,unknown,unknown,102.94,B_C00163
B_P00057,B_U0360,2025-09-02 17:02:00,P0003,retro_consoles,caseover_console,unknown,149.51,B_C00164
B_P00058,B_U1976,2025-08-01 06:21:00,unknown,unknown,unknown,unknown,40.27,B_C00168
B_P00059,B_U2285,2025-03-31 22:57:00,P0018,kits_and_bundles,unknown,unknown,89.79,B_C00169
B_P00060,B_U1753,2025-06-27 10:52:00,P0015,cameras_and_accessories,unknown,unknown,97.43,B_C00172
B_P00061,B_U1930,2025-03-18 10:19:00,P0025,other_accessories,airpods_cases,unknown,13.46,B_C00173
B_P00062,B_U0459,2025-11-01 11:31:00,P0033,other_accessories,chargers_and_others,unknown,15.89,B_C00174
B_P00063,B_U1524,2025-08-13 11:22:00,P0017,kits_and_bundles,unknown,unknown,141.62,B_C00175
B_P00064,B_U2284,2025-01-16 11:20:00,P0014,cameras_and_accessories,unknown,unknown,58.79,B_C00176
B_P00065,B_U0269,2025-05-14 22:30:00,unknown,unknown,unknown,unknown,25.01,B_C00177
B_P00066,B_U1160,2025-10-04 23:51:00,P0034,other_accessories,chargers_and_others,unknown,24.76,B_C00182
B_P00067,B_U2396,2025-02-12 06:22:00,P0053,other_accessories,phone_cases,men,26.52,B_C00186
B_P00068,B_U0446,2025-02-03 02:50:00,P0014,cameras_and_accessories,unknown,unknown,73.45,B_C00193
B_P00069,B_U1066,2025-09-13 01:33:00,unknown,unknown,unknown,unknown,80.82,B_C00197
B_P00070,B_U2542,2025-05-06 21:16:00,P0007,retro_consoles,caseover_projector,unknown,167.36,B_C00199
B_P00071,B_U0761,2025-03-06 12:43:00,unknown,unknown,unknown,unknown,79.41,B_C00204
B_P00072,B_U0113,2025-09-16 11:56:00,P0007,retro_consoles,caseover_projector,unknown,165.29,B_C00206
B_P00073,B_U1137,2025-10-14 16:09:00,P0024,earphones,unknown,unknown,26.3,B_C00207
B_P00074,B_U0305,2025-10-23 21:30:00,P0019,kits_and_bundles,unknown,unknown,116.95,B_C00208
B_P00075,B_U1533,2025-07-14 03:17:00,unknown,unknown,unknown,unknown,74.67,B_C00211
B_P00076,B_U0742,2025-09-26 02:26:00,P0003,retro_consoles,caseover_console,unknown,101.74,B_C00213
B_P00077,B_U0679,2025-06-05 16:07:00,P0034,other_accessories,chargers_and_others,unknown,25.21,B_C00214
B_P00078,B_U0269,2025-03-19 12:04:00,P0023,earphones,unknown,unknown,56.01,B_C00220
B_P00079,B_U2074,2025-12-26 14:15:00,P0005,retro_consoles,caseover_projector,unknown,170.82,B_C00222
B_P00080,B_U1626,2025-09-21 17:32:00,P0057,other_accessories,phone_cases,women,28.48,B_C00224
B_P00081,B_U1413,2025-09-04 07:29:00,P0011,car_accessories,unknown,unknown,40.17,B_C00228
B_P00082,B_U1544,2025-04-22 14:37:00,P0041,other_accessories,phone_cases,football,25.64,B_C00229
B_P00083,B_U1480,2025-11-05 14:16:00,unknown,unknown,unknown,unknown,37.07,B_C00233
B_P00084,B_U0665,2025-07-03 15:05:00,P0015,cameras_and_accessories,unknown,unknown,45.03,B_C00237
B_P00085,B_U1610,2025-07-20 22:25:00,P0021,earphones,unknown,unknown,21.45,B_C00238
B_P00086,B_U2653,2025-09-18 20:06:00,P0001,retro_consoles,caseover_console,unknown,163.88,B_C00239
B_P00087,B_U1754,2025-08-14 03:31:00,P0016,cameras_and_accessories,unknown,unknown,49.89,B_C00240
B_P00088,B_U0132,2025-10-12 23:57:00,P0048,other_accessories,phone_cases,personalized_cases,14.36,B_C00242
B_P00089,B_U1665,2025-12-01 09:16:00,P0054,other_accessories,phone_cases,men,31.53,B_C00244
B_P00090,B_U0380,2025-06-21 14:58:00,P0021,earphones,unknown,unknown,21.49,B_C00245
B_P00091,B_U0192,2025-12-07 17:48:00,P0001,retro_consoles,caseover_console,unknown,106.41,B_C00251
B_P00092,B_U1231,2025-07-01 03:29:00,P0032,other_accessories,protection_accessories,unknown,25.45,B_C00255
B_P00093,B_U2746,2025-04-29 23:58:00,P0017,kits_and_bundles,unknown,unknown,94.8,B_C00258
B_P00094,B_U2432,2025-09-10 23:01:00,P0003,retro_consoles,caseover_console,unknown,109.79,B_C00260
B_P00095,B_U0101,2025-07-06 23:36:00,P0018,kits_and_bundles,unknown,unknown,151.62,B_C00261
B_P00096,B_U0222,2025-04-20 04:51:00,unknown,unknown,unknown,unknown,67.03,B_C00265
B_P00097,B_U1223,2025-04-08 11:41:00,P0021,earphones,unknown,unknown,33.6,B_C00266
B_P00098,B_U1990,2025-07-02 12:17:00,unknown,unknown,unknown,unknown,65.2,B_C00267
B_P00099,B_U2492,2025-08-01 01:42:00,P0020,kits_and_bundles,unknown,unknown,85.49,B_C00269
B_P00100,B_U1485,2025-05-22 19:31:00,P0014,cameras_and_accessories,unknown,unknown,74.95,B_C00270
B_P00101,B_U2573,2025-09-03 06:03:00,P0023,earphones,unknown,unknown,37.31,B_C00272
B_P00102,B_U0303,2025-09-22 13:35:00,P0010,car_accessories,unknown,unknown,50.86,B_C00275
B_P00103,B_U0363,2025-06-03 00:18:00,P0007,retro_consoles,caseover_projector,unknown,104.19,B_C00278
B_P00104,B_U1104,2025-01-12 03:07:00,unknown,unknown,unknown,unknown,34.85,B_C00279
B_P00105,B_U1511,2025-07-20 10:26:00,P0008,retro_consoles,caseover_projector,unknown,127.27,B_C00281
B_P00106,B_U1416,2025-02-20 20:59:00,unknown,unknown,unknown,unknown,26.08,B_C00283
B_P00107,B_U0219,2025-08-08 19:26:00,P0021,earphones,unknown,unknown,62.37,B_C00285
B_P00108,B_U0946,2025-06-13 01:31:00,P0009,car_accessories,unknown,unknown,40.85,B_C00287
B_P00109,B_U0104,2025-10-30 11:05:00,P0004,retro_consoles,caseover_console,unknown,126.92,B_C00288
B_P00110,B_U0116,2025-05-14 14:18:00,P0020,kits_and_bundles,unknown,unknown,78.26,B_C00289
B_P00111,B_U2061,2025-04-11 23:28:00,P0032,other_accessories,protection_accessories,unknown,9.48,B_C00290
B_P00112,B_U0980,2025-11-09 01:26:00,P0049,other_accessories,phone_cases,cars,30.71,B_C00294
B_P00113,B_U2427,2025-07-26 17:16:00,P0012,car_accessories,unknown,unknown,50.52,B_C00295
B_P00114,B_U2699,2025-04-11 19:26:00,P0005,retro_consoles,caseover_projector,unknown,105.8,B_C00296
B_P00115,B_U0678,2025-10-01 04:11:00,P0020,kits_and_bundles,unknown,unknown,137.82,B_C00297
B_P00116,B_U2298,2025-07-15 06:34:00,P0015,cameras_and_accessories,unknown,unknown,94.72,B_C00298
B_P00117,B_U0230,2025-10-28 01:18:00,P0019,kits_and_bundles,unknown,unknown,94.87,B_C00300
B_P00118,B_U1137,2025-03-11 04:45:00,P0030,other_accessories,protection_accessories,unknown,28.51,B_C00301
B_P00119,B_U2155,2025-11-16 19:04:00,P0008,retro_consoles,caseover_projector,unknown,107.41,B_C00311
B_P00120,B_U2602,2025-08-29 03:00:00,P0004,retro_consoles,caseover_console,unknown,170.18,B_C00317
B_P00121,B_U2653,2025-02-01 01:30:00,P0018,kits_and_bundles,unknown,unknown,150.6,B_C00322
B_P00122,B_U2116,2025-03-26 01:10:00,P0049,other_accessories,phone_cases,cars,21.18,B_C00323
B_P00123,B_U0284,2025-04-08 02:57:00,P0049,other_accessories,phone_cases,cars,29.9,B_C00327
B_P00124,B_U0640,2025-03-09 11:27:00,P0012,car_accessories,unknown,unknown,21.46,B_C00333
B_P00125,B_U0668,2025-05-06 16:19:00,unknown,unknown,unknown,unknown,88.44,B_C00337
B_P00126,B_U0947,2025-12-24 07:10:00,P0020,kits_and_bundles,unknown,unknown,84.7,B_C00343
B_P00127,B_U0526,2025-10-14 16:15:00,P0003,retro_consoles,caseover_console,unknown,171.98,B_C00345
B_P00128,B_U2341,2025-05-08 19:09:00,unknown,unknown,unknown,unknown,32.46,B_C00346
B_P00129,B_U1141,2025-11-08 07:21:00,P0028,other_accessories,airpods_cases,unknown,31.55,B_C00350
B_P00130,B_U1163,2025-09-11 00:59:00,P0021,earphones,unknown,unknown,57.32,B_C00351
B_P00131,B_U1370,2025-11-05 08:16:00,P0021,earphones,unknown,unknown,43.24,B_C00352
B_P00132,B_U0374,2025-01-04 18:52:00,P0010,car_accessories,unknown,unknown,22.15,B_C00354
B_P00133,B_U1761,2025-12-04 09:08:00,P0024,earphones,unknown,unknown,45.53,B_C00355
B_P00134,B_U1553,2025-10-06 17:35:00,P0024,earphones,unknown,unknown,27.45,B_C00358
B_P00135,B_U1153,2025-04-16 17:26:00,P0006,retro_consoles,caseover_projector,unknown,126.41,B_C00366
B_P00136,B_U0843,2025-01-27 04:40:00,P0013,cameras_and_accessories,unknown,unknown,73.27,B_C00370
B_P00137,B_U0077,2025-05-20 01:01:00,P0041,other_accessories,phone_cases,football,33.1,B_C00375
B_P00138,B_U2547,2025-05-16 16:29:00,unknown,unknown,unknown,unknown,70.0,B_C00377
B_P00139,B_U0547,2025-09-19 14:34:00,P0023,earphones,unknown,unknown,33.32,B_C00384
B_P00140,B_U1253,2025-10-24 19:37:00,unknown,unknown,unknown,unknown,32.42,B_C00386
B_P00141,B_U2579,2025-08-22 20:03:00,unknown,unknown,unknown,unknown,43.97,B_C00389
B_P00142,B_U0729,2025-11-30 22:05:00,unknown,unknown,unknown,unknown,69.09,B_C00393
B_P00143,B_U1450,2025-12-15 06:01:00,P0023,earphones,unknown,unknown,23.93,B_C00395
B_P00144,B_U1426,2025-09-21 23:43:00,P0012,car_accessories,unknown,unknown,25.87,B_C00396
B_P00145,B_U0748,2025-03-19 10:33:00,P0016,cameras_and_accessories,unknown,unknown,51.29,B_C00399
B_P00146,B_U1531,2025-11-29 06:35:00,P0019,kits_and_bundles,unknown,unknown,91.93,B_C00400
B_P00147,B_U2622,2025-03-13 00:49:00,P0013,cameras_and_accessories,unknown,unknown,89.06,B_C00402
B_P00148,B_U0564,2025-12-21 18:56:00,P0010,car_accessories,unknown,unknown,54.05,B_C00403
B_P00149,B_U0253,2025-05-02 23:15:00,P0002,retro_consoles,caseover_console,unknown,110.13,B_C00407
B_P00150,B_U0641,2025-02-24 03:42:00,P0038,other_accessories,phone_cases,all_phone_cases,27.76,B_C00410
B_P00151,B_U2663,2025-12-17 03:57:00,P0048,other_accessories,phone_cases,personalized_cases,21.79,B_C00412
B_P00152,B_U1097,2025-04-26 22:06:00,unknown,unknown,unknown,unknown,60.03,B_C00419
B_P00153,B_U2221,2025-09-22 23:54:00,P0010,car_accessories,unknown,unknown,36.76,B_C00422
B_P00154,B_U0971,2025-06-19 06:09:00,P0024,earphones,unknown,unknown,64.24,B_C00425
B_P00155,B_U2138,2025-07-05 13:09:00,P0030,other_accessories,protection_accessories,unknown,32.08,B_C00428
B_P00156,B_U0743,2025-06-11 18:24:00,P0028,other_accessories,airpods_cases,unknown,30.25,B_C00433
B_P00157,B_U0980,2025-12-06 12:00:00,P0012,car_accessories,unknown,unknown,40.38,B_C00435
B_P00158,B_U0862,2025-04-23 20:45:00,P0013,cameras_and_accessories,unknown,unknown,104.95,B_C00436
B_P00159,B_U1193,2025-09-14 06:39:00,P0007,retro_consoles,caseover_projector,unknown,107.05,B_C00444
B_P00160,B_U0575,2025-11-04 08:46:00,unknown,unknown,unknown,unknown,71.08,B_C00446
B_P00161,B_U1048,2025-10-08 16:51:00,P0016,cameras_and_accessories,unknown,unknown,106.67,B_C00460
B_P00162,B_U2542,2025-01-07 09:17:00,unknown,unknown,unknown,unknown,56.32,B_C00463
B_P00163,B_U0123,2025-12-18 22:23:00,P0010,car_accessories,unknown,unknown,24.97,B_C00464
B_P00164,B_U2150,2025-12-17 07:01:00,P0019,kits_and_bundles,unknown,unknown,94.12,B_C00468
B_P00165,B_U0241,2025-07-20 22:41:00,P0006,retro_consoles,caseover_projector,unknown,174.8,B_C00476
B_P00166,B_U0712,2025-03-27 06:53:00,P0010,car_accessories,unknown,unknown,37.76,B_C00478
B_P00167,B_U0220,2025-04-13 03:09:00,P0037,other_accessories,phone_cases,all_phone_cases,28.15,B_C00483
B_P00168,B_U1608,2025-11-09 04:16:00,P0020,kits_and_bundles,unknown,unknown,138.89,B_C00488
B_P00169,B_U0134,2025-05-05 23:36:00,P0060,other_accessories,phone_cases,women,15.63,B_C00497
B_P00170,B_U0278,2025-11-03 04:03:00,P0018,kits_and_bundles,unknown,unknown,130.9,B_C00498
B_P00171,B_U2186,2025-12-21 21:37:00,P0010,car_accessories,unknown,unknown,50.55,B_C00501
B_P00172,B_U2052,2025-11-28 14:25:00,P0012,car_accessories,unknown,unknown,37.73,B_C00505
B_P00173,B_U2342,2025-05-26 12:08:00,P0018,kits_and_bundles,unknown,unknown,71.01,B_C00508
B_P00174,B_U0562,2025-03-03 10:19:00,P0001,retro_consoles,caseover_console,unknown,150.41,B_C00509
B_P00175,B_U1265,2025-01-23 16:56:00,P0013,cameras_and_accessories,unknown,unknown,57.27,B_C00511
B_P00176,B_U0031,2025-01-25 23:29:00,P0021,earphones,unknown,unknown,57.64,B_C00512
B_P00177,B_U1566,2025-04-05 13:38:00,P0012,car_accessories,unknown,unknown,45.56,B_C00514
B_P00178,B_U0557,2025-12-19 09:42:00,P0010,car_accessories,unknown,unknown,21.7,B_C00516
B_P00179,B_U1101,2025-10-27 13:47:00,P0038,other_accessories,phone_cases,all_phone_cases,34.03,B_C00517
B_P00180,B_U0001,2025-04-18 02:00:00,unknown,unknown,unknown,unknown,65.87,B_C00518
B_P00181,B_U0494,2025-09-21 09:13:00,P0043,other_accessories,phone_cases,football,24.05,B_C00519
B_P00182,B_U0321,2025-09-06 09:49:00,unknown,unknown,unknown,unknown,68.16,B_C00521
B_P00183,B_U1508,2025-02-25 13:16:00,P0024,earphones,unknown,unknown,35.8,B_C00523
B_P00184,B_U1688,2025-09-17 12:31:00,P0047,other_accessories,phone_cases,personalized_cases,29.71,B_C00524
B_P00185,B_U2353,2025-03-31 16:04:00,unknown,unknown,unknown,unknown,47.27,B_C00527
B_P00186,B_U0379,2025-06-15 19:18:00,P0035,other_accessories,chargers_and_others,unknown,29.53,B_C00528
B_P00187,B_U1160,2025-11-04 21:25:00,unknown,unknown,unknown,unknown,60.07,B_C00530
B_P00188,B_U0391,2025-04-11 03:18:00,P0022,earphones,unknown,unknown,41.74,B_C00531
B_P00189,B_U2739,2025-08-11 09:36:00,unknown,unknown,unknown,unknown,29.61,B_C00535
B_P00190,B_U2156,2025-03-30 09:35:00,P0047,other_accessories,phone_cases,personalized_cases,14.39,B_C00536
B_P00191,B_U2457,2025-10-17 07:16:00,P0021,earphones,unknown,unknown,42.98,B_C00538
B_P00192,B_U1562,2025-02-07 09:36:00,P0015,cameras_and_accessories,unknown,unknown,105.75,B_C00541
B_P00193,B_U1675,2025-06-15 13:08:00,P0016,cameras_and_accessories,unknown,unknown,64.84,B_C00547
B_P00194,B_U2203,2025-12-17 05:20:00,P0002,retro_consoles,caseover_console,unknown,131.4,B_C00550
B_P00195,B_U2717,2025-09-01 07:56:00,P0019,kits_and_bundles,unknown,unknown,117.11,B_C00551
B_P00196,B_U1883,2025-09-16 20:46:00,P0002,retro_consoles,caseover_console,unknown,104.35,B_C00556
B_P00197,B_U2701,2025-09-06 08:11:00,unknown,unknown,unknown,unknown,51.43,B_C00557
B_P00198,B_U2644,2025-06-27 19:12:00,P0060,other_accessories,phone_cases,women,28.22,B_C00559
B_P00199,B_U2530,2025-01-30 09:49:00,unknown,unknown,unknown,unknown,71.01,B_C00569
B_P00200,B_U1824,2025-08-09 18:57:00,P0003,retro_consoles,caseover_console,unknown,172.91,B_C00570
B_P00201,B_U1443,2025-05-22 05:13:00,P0023,earphones,unknown,unknown,33.47,B_C00572
B_P00202,B_U2019,2025-12-15 06:11:00,unknown,unknown,unknown,unknown,16.38,B_C00579
B_P00203,B_U1808,2025-03-03 10:54:00,P0026,other_accessories,airpods_cases,unknown,9.18,B_C00581
B_P00204,B_U0409,2025-08-24 02:24:00,P0004,retro_consoles,caseover_console,unknown,148.82,B_C00583
B_P00205,B_U2464,2025-09-29 11:42:00,P0004,retro_consoles,caseover_console,unknown,171.53,B_C00597
B_P00206,B_U2101,2025-03-09 01:36:00,P0019,kits_and_bundles,unknown,unknown,70.96,B_C00603
B_P00207,B_U0674,2025-03-24 19:58:00,P0055,other_accessories,phone_cases,men,26.87,B_C00604
B_P00208,B_U1828,2025-12-19 10:14:00,P0015,cameras_and_accessories,unknown,unknown,88.08,B_C00606
B_P00209,B_U0813,2025-07-21 05:05:00,P0033,other_accessories,chargers_and_others,unknown,23.28,B_C00607
B_P00210,B_U1485,2025-09-02 02:25:00,P0018,kits_and_bundles,unknown,unknown,104.76,B_C00611
B_P00211,B_U2118,2025-01-13 02:54:00,P0059,other_accessories,phone_cases,women,21.19,B_C00612
B_P00212,B_U0382,2025-04-23 15:46:00,P0008,retro_consoles,caseover_projector,unknown,96.07,B_C00615
B_P00213,B_U0363,2025-05-22 17:17:00,P0018,kits_and_bundles,unknown,unknown,125.07,B_C00623
B_P00214,B_U0278,2025-07-19 05:24:00,unknown,unknown,unknown,unknown,71.55,B_C00624
B_P00215,B_U0287,2025-10-28 03:05:00,P0003,retro_consoles,caseover_console,unknown,173.32,B_C00625
B_P00216,B_U0528,2025-05-22 09:47:00,unknown,unknown,unknown,unknown,80.54,B_C00629
B_P00217,B_U2042,2025-07-25 20:19:00,P0020,kits_and_bundles,unknown,unknown,122.6,B_C00633
B_P00218,B_U1874,2025-04-05 18:44:00,P0036,other_accessories,chargers_and_others,unknown,26.61,B_C00634
B_P00219,B_U2424,2025-04-04 04:05:00,P0043,other_accessories,phone_cases,football,28.97,B_C00640
B_P00220,B_U0660,2025-02-15 01:46:00,P0057,other_accessories,phone_cases,women,23.99,B_C00654
B_P00221,B_U0724,2025-06-28 05:30:00,P0023,earphones,unknown,unknown,32.82,B_C00656
B_P00222,B_U2176,2025-02-09 00:20:00,P0004,retro_consoles,caseover_console,unknown,170.53,B_C00658
B_P00223,B_U1002,2025-12-17 16:41:00,unknown,unknown,unknown,unknown,74.71,B_C00659
B_P00224,B_U0193,2025-09-23 14:27:00,P0018,kits_and_bundles,unknown,unknown,113.41,B_C00661
B_P00225,B_U0171,2025-03-03 07:55:00,P0022,earphones,unknown,unknown,46.21,B_C00664
B_P00226,B_U0130,2025-04-06 22:10:00,P0034,other_accessories,chargers_and_others,unknown,9.73,B_C00665
B_P00227,B_U1545,2025-12-12 00:20:00,P0020,kits_and_bundles,unknown,unknown,99.77,B_C00669
B_P00228,B_U1947,2025-02-03 21:42:00,P0007,retro_consoles,caseover_projector,unknown,103.79,B_C00670
B_P00229,B_U0139,2025-04-28 15:35:00,unknown,unknown,unknown,unknown,20.24,B_C00671
B_P00230,B_U0326,2025-04-14 01:03:00,P0024,earphones,unknown,unknown,43.07,B_C00676
B_P00231,B_U2563,2025-06-16 19:32:00,P0020,kits_and_bundles,unknown,unknown,74.97,B_C00678
B_P00232,B_U0236,2025-12-18 06:45:00,P0022,earphones,unknown,unknown,62.38,B_C00679
B_P00233,B_U1885,2025-08-09 23:55:00,P0011,car_accessories,unknown,unknown,36.35,B_C00682
B_P00234,B_U1301,2025-01-09 09:51:00,P0025,other_accessories,airpods_cases,unknown,32.65,B_C00685
B_P00235,B_U0611,2025-06-06 19:46:00,unknown,unknown,unknown,unknown,18.84,B_C00687
B_P00236,B_U2593,2025-07-27 19:06:00,P0048,other_accessories,phone_cases,personalized_cases,26.7,B_C00691
B_P00237,B_U1284,2025-06-04 13:44:00,P0009,car_accessories,unknown,unknown,53.58,B_C00697
B_P00238,B_U2397,2025-03-23 11:38:00,P0054,other_accessories,phone_cases,men,20.8,B_C00699
B_P00239,B_U1563,2025-01-10 06:37:00,P0004,retro_consoles,caseover_console,unknown,159.13,B_C00700
B_P00240,B_U2741,2025-02-22 20:30:00,P0020,kits_and_bundles,unknown,unknown,84.35,B_C00705
B_P00241,B_U2417,2025-12-30 09:37:00,P0052,other_accessories,phone_cases,cars,9.08,B_C00711
B_P00242,B_U1005,2025-06-03 08:20:00,P0007,retro_consoles,caseover_projector,unknown,121.07,B_C00718
B_P00243,B_U1408,2025-04-10 19:24:00,P0057,other_accessories,phone_cases,women,9.95,B_C00719
B_P00244,B_U0098,2025-01-27 18:14:00,P0023,earphones,unknown,unknown,45.93,B_C00721
B_P00245,B_U2586,2025-11-14 00:59:00,P0019,kits_and_bundles,unknown,unknown,94.36,B_C00724
B_P00246,B_U0889,2025-03-07 07:30:00,P0051,other_accessories,phone_cases,cars,26.13,B_C00726
B_P00247,B_U0569,2025-01-23 11:20:00,P0055,other_accessories,phone_cases,men,25.03,B_C00738
B_P00248,B_U1692,2025-10-20 23:13:00,unknown,unknown,unknown,unknown,15.28,B_C00746
B_P00249,B_U2586,2025-12-26 01:43:00,unknown,unknown,unknown,unknown,92.81,B_C00751
B_P00250,B_U1876,2025-11-15 00:54:00,P0022,earphones,unknown,unknown,21.61,B_C00753
B_P00251,B_U2100,2025-06-26 15:54:00,P0018,kits_and_bundles,unknown,unknown,110.89,B_C00758
B_P00252,B_U1380,2025-07-07 07:09:00,P0030,other_accessories,protection_accessories,unknown,10.06,B_C00761
B_P00253,B_U1852,2025-06-25 13:07:00,P0011,car_accessories,unknown,unknown,19.04,B_C00763
B_P00254,B_U2288,2025-12-02 20:45:00,P0047,other_accessories,phone_cases,personalized_cases,14.33,B_C00770
B_P00255,B_U2507,2025-05-13 11:51:00,P0003,retro_consoles,caseover_console,unknown,119.22,B_C00775
B_P00256,B_U2226,2025-01-16 02:21:00,P0022,earphones,unknown,unknown,33.16,B_C00776
