contact_id,customer_id,contact_datetime,first_response_datetime,response_time_min,converted,contact_source_type,customer_type,product_id,product_category,product_subcategory,product_collection,is_payday_period,is_peak_season
B_C0020,B_U0298,2025-05-12 15:54:00,2025-05-13 03:03:00,669,0,product_page,two_times,P0011,car_accessories,unknown,unknown,0,0
B_C0021,B_U0293,2025-06-08 08:03:00,2025-06-08 09:23:00,80,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
B_C0022,B_U0021,2025-02-12 21:44:00,2025-02-13 07:53:00,609,0,product_page,one_time,P0017,kits_and_bundles,unknown,unknown,0,0
B_C0023,B_U0064,2025-03-11 08:10:00,2025-03-13 16:10:00,3360,0,product_page,one_time,P0007,retro_consoles,caseover_projector,unknown,0,0
B_C0024,B_U0051,2025-11-27 12:46:00,2025-11-28 06:16:00,1050,1,general_contact,vip,unknown,unknown,unknown,unknown,1,1
B_C0025,B_U0059,2025-04-10 11:45:00,2025-04-10 23:51:00,726,0,general_contact,two_times,P0011,car_accessories,unknown,unknown,0,0
B_C0026,B_U0221,2025-10-26 18:28:00,2025-10-27 14:49:00,1221,1,product_page,lead,P0051,other_accessories,phone_cases,cars,1,0
B_C0027,B_U0069,2025-08-18 10:09:00,2025-08-18 17:15:00,426,0,product_page,lead,P0059,other_accessories,phone_cases,women,0,0
B_C0028,B_U0126,2025-08-04 21:41:00,2025-08-05 04:33:00,412,0,general_contact,vip,P0002,retro_consoles,caseover_console,unknown,0,0
B_C0029,B_U0004,2025-11-27 09:48:00,2025-11-27 11:19:00,91,1,product_page,two_times,P0043,other_accessories,phone_cases,football,1,1
B_C0030,B_U0187,2025-02-27 15:38:00,2025-02-28 18:07:00,1589,0,product_page,lead,P0018,kits_and_bundles,unknown,unknown,1,0
B_C0031,B_U0020,2025-07-24 12:34:00,2025-07-26 22:39:00,3485,1,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,0,0
B_C0032,B_U0311,2025-03-10 08:41:00,2025-03-10 17:18:00,517,0,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,0
B_C0033,B_U0122,2025-02-07 12:26:00,2025-02-07 12:41:00,15,0,product_page,lead,P0013,cameras_and_accessories,unknown,unknown,0,0
B_C0034,B_U0351,2025-03-18 13:52:00,2025-03-19 00:28:00,636,1,product_page,one_time,P0059,other_accessories,phone_cases,women,0,0
B_C0035,B_U0248,2025-09-05 16:35:00,2025-09-05 17:13:00,38,0,general_contact,two_times,P0020,kits_and_bundles,unknown,unknown,0,1
B_C0036,B_U0145,2025-12-21 11:46:00,2025-12-21 22:18:00,632,1,product_page,two_times,P0018,kits_and_bundles,unknown,unknown,0,1
B_C0037,B_U0199,2025-12-18 18:47:00,2025-12-19 05:55:00,668,0,general_contact,lead,P0020,kits_and_bundles,unknown,unknown,0,1
B_C0038,B_U0353,2025-08-25 12:00:00,2025-08-25 18:28:00,388,0,product_page,vip,P0019,kits_and_bundles,unknown,unknown,1,0
B_C0039,B_U0052,2025-10-19 19:37:00,2025-10-22 01:11:00,3214,1,general_contact,lead,P0039,other_accessories,phone_cases,all_phone_cases,0,0
B_C0040,B_U0289,2025-11-20 22:14:00,2025-11-20 22:26:00,12,0,product_page,two_times,P0003,retro_consoles,caseover_console,unknown,0,1
B_C0041,B_U0186,2025-10-18 08:23:00,2025-10-21 06:18:00,4195,0,product_page,one_time,P0010,car_accessories,unknown,unknown,0,0
B_C0042,B_U0097,2025-01-20 21:12:00,2025-01-23 22:41:00,4409,0,general_contact,lead,P0059,other_accessories,phone_cases,women,0,0
B_C0043,B_U0174,2025-12-26 11:01:00,2025-12-26 22:45:00,704,0,product_page,one_time,P0021,earphones,unknown,unknown,1,1
B_C0044,B_U0101,2025-02-13 22:26:00,2025-02-14 05:51:00,445,0,product_page,two_times,P0033,other_accessories,chargers_and_others,unknown,0,0
B_C0045,B_U0066,2025-10-26 20:50:00,2025-10-27 17:50:00,1260,0,product_page,lead,P0018,kits_and_bundles,unknown,unknown,1,0
B_C0046,B_U0214,2025-11-01 08:57:00,2025-11-02 17:27:00,1950,1,product_page,two_times,P0048,other_accessories,phone_cases,personalized_cases,1,1
B_C0047,B_U0046,2025-07-27 20:57:00,2025-07-28 01:39:00,282,0,general_contact,one_time,P0041,other_accessories,phone_cases,football,1,0
B_C0048,B_U0024,2025-11-08 13:46:00,2025-11-10 14:47:00,2941,1,general_contact,vip,unknown,unknown,unknown,unknown,0,1
B_C0049,B_U0002,2025-08-12 21:15:00,2025-08-13 22:48:00,1533,1,general_contact,vip,P0019,kits_and_bundles,unknown,unknown,0,0
B_C0050,B_U0070,2025-12-15 11:30:00,2025-12-15 15:27:00,237,0,product_page,lead,P0006,retro_consoles,caseover_projector,unknown,0,1
B_C0051,B_U0086,2025-10-04 22:51:00,2025-10-05 18:33:00,1182,0,product_page,lead,P0055,other_accessories,phone_cases,men,0,0
B_C0052,B_U0350,2025-10-19 08:12:00,2025-10-19 20:46:00,754,0,product_page,vip,P0024,earphones,unknown,unknown,0,0
B_C0053,B_U0112,2025-05-10 16:55:00,2025-05-11 01:28:00,513,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0
B_C0054,B_U0125,2025-10-14 16:20:00,2025-10-14 16:44:00,24,0,general_contact,lead,P0021,earphones,unknown,unknown,0,0
B_C0055,B_U0167,2025-09-17 20:18:00,2025-09-18 13:46:00,1048,1,general_contact,vip,unknown,unknown,unknown,unknown,0,1
B_C0056,B_U0040,2025-11-18 20:28:00,2025-11-21 03:28:00,3300,0,general_contact,vip,P0019,kits_and_bundles,unknown,unknown,0,1
B_C0057,B_U0175,2025-08-18 16:27:00,2025-08-19 20:25:00,1678,0,product_page,lead,P0018,kits_and_bundles,unknown,unknown,0,0
B_C0058,B_U0231,2025-09-23 20:04:00,2025-09-24 17:32:00,1288,1,product_page,lead,P0024,earphones,unknown,unknown,0,1
B_C0059,B_U0226,2025-07-28 19:47:00,2025-07-29 00:58:00,311,1,general_contact,vip,P0039,other_accessories,phone_cases,all_phone_cases,1,0
B_C0060,B_U0069,2025-05-16 08:38:00,2025-05-16 18:54:00,616,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0
B_C0061,B_U0069,2025-05-18 08:57:00,2025-05-21 04:19:00,4042,0,product_page,lead,P0022,earphones,unknown,unknown,0,0
B_C0062,B_U0042,2025-09-13 19:45:00,2025-09-14 02:20:00,395,0,product_page,vip,P0021,earphones,unknown,unknown,0,1
B_C0063,B_U0248,2025-11-13 14:07:00,2025-11-14 20:25:00,1818,1,product_page,lead,P0057,other_accessories,phone_cases,women,0,1
B_C0064,B_U0051,2025-06-02 12:20:00,2025-06-03 00:17:00,717,0,product_page,lead,P0007,retro_consoles,caseover_projector,unknown,1,0
B_C0065,B_U0066,2025-09-27 20:57:00,2025-09-28 04:02:00,425,0,product_page,vip,P0002,retro_consoles,caseover_console,unknown,1,1
B_C0066,B_U0339,2025-04-20 22:42:00,2025-04-23 13:04:00,3742,0,product_page,lead,P0017,kits_and_bundles,unknown,unknown,0,0
B_C0067,B_U0213,2025-03-10 15:56:00,2025-03-11 12:42:00,1246,0,product_page,two_times,P0003,retro_consoles,caseover_console,unknown,0,0
B_C0068,B_U0265,2025-09-15 14:51:00,2025-09-16 02:40:00,709,0,product_page,vip,P0022,earphones,unknown,unknown,0,1
B_C0069,B_U0143,2025-06-13 17:41:00,2025-06-14 03:56:00,615,0,general_contact,one_time,P0024,earphones,unknown,unknown,0,0
B_C0070,B_U0285,2025-03-20 20:08:00,2025-03-21 17:53:00,1305,0,product_page,one_time,P0030,other_accessories,protection_accessories,unknown,0,0
B_C0071,B_U0044,2025-05-17 16:15:00,2025-05-20 15:24:00,4269,0,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,0
B_C0072,B_U0212,2025-03-10 16:45:00,2025-03-10 18:43:00,118,0,general_contact,one_time,P0015,cameras_and_accessories,unknown,unknown,0,0
B_C0073,B_U0069,2025-04-06 20:23:00,2025-04-06 21:13:00,50,0,product_page,lead,P0009,car_accessories,unknown,unknown,0,0
B_C0074,B_U0170,2025-10-14 20:34:00,2025-10-14 21:14:00,40,1,product_page,two_times,P0016,cameras_and_accessories,unknown,unknown,0,0
B_C0075,B_U0159,2025-12-17 22:57:00,2025-12-18 05:56:00,419,0,general_contact,vip,unknown,unknown,unknown,unknown,0,1
B_C0076,B_U0162,2025-11-09 09:50:00,2025-11-09 23:24:00,814,0,product_page,lead,P0022,earphones,unknown,unknown,0,1
B_C0077,B_U0224,2025-12-26 11:25:00,2025-12-26 11:53:00,28,0,product_page,two_times,P0020,kits_and_bundles,unknown,unknown,1,1
B_C0078,B_U0076,2025-07-04 21:23:00,2025-07-05 07:10:00,587,1,general_contact,lead,unknown,unknown,unknown,unknown,0,0
B_C0079,B_U0252,2025-11-15 15:52:00,2025-11-15 18:22:00,150,0,general_contact,vip,unknown,unknown,unknown,unknown,0,1
B_C0080,B_U0094,2025-12-23 09:17:00,2025-12-25 09:29:00,2892,1,general_contact,lead,unknown,unknown,unknown,unknown,0,1
B_C0081,B_U0099,2025-10-14 22:53:00,2025-10-15 19:08:00,1215,0,product_page,one_time,P0049,other_accessories,phone_cases,cars,0,0
B_C0082,B_U0264,2025-11-14 09:41:00,2025-11-16 08:50:00,2829,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1
B_C0083,B_U0195,2025-12-01 21:31:00,2025-12-03 20:27:00,2816,0,product_page,lead,P0053,other_accessories,phone_cases,men,1,1
B_C0084,B_U0290,2025-06-07 19:42:00,2025-06-07 22:01:00,139,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
B_C0085,B_U0085,2025-01-02 11:22:00,2025-01-02 16:46:00,324,1,general_contact,two_times,unknown,unknown,unknown,unknown,1,0
B_C0086,B_U0092,2025-01-04 18:48:00,2025-01-07 17:10:00,4222,1,general_contact,lead,unknown,unknown,unknown,unknown,0,0
B_C0087,B_U0040,2025-09-04 19:59:00,2025-09-05 00:12:00,253,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,1
B_C0088,B_U0261,2025-05-06 10:21:00,2025-05-07 04:44:00,1103,0,product_page,two_times,P0043,other_accessories,phone_cases,football,0,0
B_C0089,B_U0124,2025-01-23 15:03:00,2025-01-23 17:04:00,121,0,product_page,lead,P0024,earphones,unknown,unknown,0,0
B_C0090,B_U0163,2025-07-05 16:21:00,2025-07-05 16:41:00,20,0,general_contact,two_times,P0020,kits_and_bundles,unknown,unknown,0,0
B_C0091,B_U0190,2025-06-15 20:39:00,2025-06-19 13:25:00,5326,0,product_page,lead,P0023,earphones,unknown,unknown,0,0
B_C0092,B_U0113,2025-11-09 09:24:00,2025-11-10 05:00:00,1176,1,general_contact,lead,P0009,car_accessories,unknown,unknown,0,1
B_C0093,B_U0002,2025-06-23 14:49:00,2025-06-26 15:19:00,4350,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
B_C0094,B_U0297,2025-09-24 15:32:00,2025-09-24 17:53:00,141,1,product_page,one_time,P0019,kits_and_bundles,unknown,unknown,0,1
B_C0095,B_U0096,2025-09-28 12:32:00,2025-09-28 12:49:00,17,1,product_page,lead,P0010,car_accessories,unknown,unknown,1,1
B_C0096,B_U0022,2025-12-21 13:22:00,2025-12-23 06:09:00,2447,0,general_contact,one_time,P0029,other_accessories,protection_accessories,unknown,0,1
B_C0097,B_U0289,2025-05-14 16:53:00,2025-05-17 02:13:00,3440,1,product_page,one_time,P0014,cameras_and_accessories,unknown,unknown,0,0
B_C0098,B_U0343,2025-03-15 18:24:00,2025-03-17 12:43:00,2539,0,general_contact,lead,P0030,other_accessories,protection_accessories,unknown,0,0
B_C0099,B_U0018,2025-09-24 21:47:00,2025-09-24 23:22:00,95,0,product_page,two_times,P0008,retro_consoles,caseover_projector,unknown,0,1
B_C0100,B_U0192,2025-10-10 19:49:00,2025-10-10 23:56:00,247,0,general_contact,vip,P0060,other_accessories,phone_cases,women,0,0
B_C0101,B_U0090,2025-12-12 08:05:00,2025-12-13 04:26:00,1221,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1
B_C0102,B_U0184,2025-12-16 10:59:00,2025-12-16 13:11:00,132,0,product_page,lead,P0045,other_accessories,phone_cases,personalized_cases,0,1
B_C0103,B_U0282,2025-09-01 19:29:00,2025-09-02 03:21:00,472,0,product_page,one_time,P0028,other_accessories,airpods_cases,unknown,1,1
B_C0104,B_U0063,2025-06-08 19:53:00,2025-06-09 09:30:00,817,1,product_page,lead,P0024,earphones,unknown,unknown,0,0
B_C0105,B_U0337,2025-01-17 18:22:00,2025-01-20 07:24:00,3662,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
B_C0106,B_U0145,2025-12-16 22:11:00,2025-12-19 18:11:00,4080,1,product_page,one_time,P0027,other_accessories,airpods_cases,unknown,0,1
B_C0107,B_U0102,2025-09-05 10:41:00,2025-09-06 03:48:00,1027,0,general_contact,lead,unknown,unknown,unknown,unknown,0,1
B_C0108,B_U0325,2025-04-10 11:20:00,2025-04-10 12:09:00,49,0,general_contact,one_time,P0003,retro_consoles,caseover_console,unknown,0,0
B_C0109,B_U0250,2025-08-23 18:22:00,2025-08-26 10:02:00,3820,1,product_page,two_times,P0048,other_accessories,phone_cases,personalized_cases,0,0
B_C0110,B_U0213,2025-10-09 09:58:00,2025-10-10 09:39:00,1421,0,product_page,two_times,P0016,cameras_and_accessories,unknown,unknown,0,0
B_C0111,B_U0190,2025-08-07 09:29:00,2025-08-08 02:06:00,997,0,product_page,lead,P0011,car_accessories,unknown,unknown,0,0
B_C0112,B_U0235,2025-12-12 12:43:00,2025-12-12 19:50:00,427,0,product_page,two_times,P0041,other_accessories,phone_cases,football,0,1
B_C0113,B_U0118,2025-11-04 13:03:00,2025-11-04 23:52:00,649,1,general_contact,vip,unknown,unknown,unknown,unknown,0,1
B_C0114,B_U0144,2025-11-13 20:42:00,2025-11-13 21:26:00,44,0,product_page,lead,P0057,other_accessories,phone_cases,women,0,1
B_C0115,B_U0318,2025-01-15 17:01:00,2025-01-18 00:28:00,3327,1,product_page,vip,P0035,other_accessories,chargers_and_others,unknown,0,0
B_C0116,B_U0309,2025-12-10 09:35:00,2025-12-12 18:34:00,3419,1,product_page,lead,P0017,kits_and_bundles,unknown,unknown,0,1
B_C0117,B_U0198,2025-11-01 12:01:00,2025-11-04 06:02:00,3961,0,product_page,one_time,P0009,car_accessories,unknown,unknown,1,1
B_C0118,B_U0103,2025-12-12 20:48:00,2025-12-13 07:23:00,635,1,product_page,one_time,P0031,other_accessories,protection_accessories,unknown,0,1
B_C0119,B_U0360,2025-08-08 14:10:00,2025-08-08 18:55:00,285,0,general_contact,two_times,P0019,kits_and_bundles,unknown,unknown,0,0
B_C0120,B_U0009,2025-11-08 19:11:00,2025-11-09 02:43:00,452,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,1
B_C0121,B_U0066,2025-03-17 13:23:00,2025-03-20 01:22:00,3599,0,product_page,lead,P0019,kits_and_bundles,unknown,unknown,0,0
B_C0122,B_U0171,2025-02-24 20:49:00,2025-02-27 18:39:00,4190,0,general_contact,two_times,P0018,kits_and_bundles,unknown,unknown,0,0
B_C0123,B_U0309,2025-07-22 13:34:00,2025-07-22 16:18:00,164,0,product_page,vip,P0043,other_accessories,phone_cases,football,0,0
B_C0124,B_U0060,2025-04-27 08:05:00,2025-04-28 16:59:00,1974,0,general_contact,vip,P0008,retro_consoles,caseover_projector,unknown,1,0
B_C0125,B_U0055,2025-12-01 14:12:00,2025-12-04 16:20:00,4448,1,product_page,two_times,P0023,earphones,unknown,unknown,1,1
B_C0126,B_U0008,2025-11-12 15:49:00,2025-11-12 22:07:00,378,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1
B_C0127,B_U0014,2025-07-23 09:30:00,2025-07-23 23:06:00,816,0,product_page,lead,P0021,earphones,unknown,unknown,0,0
B_C0128,B_U0013,2025-02-28 14:33:00,2025-03-02 20:12:00,3219,0,product_page,lead,P0017,kits_and_bundles,unknown,unknown,1,0
B_C0129,B_U0092,2025-11-13 21:35:00,2025-11-15 04:47:00,1872,0,general_contact,two_times,P0021,earphones,unknown,unknown,0,1
B_C0130,B_U0020,2025-03-15 08:15:00,2025-03-18 22:45:00,5190,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0
B_C0131,B_U0073,2025-07-14 16:42:00,2025-07-14 17:29:00,47,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,0
B_C0132,B_U0147,2025-12-13 21:08:00,2025-12-14 00:10:00,182,0,product_page,two_times,P0001,retro_consoles,caseover_console,unknown,0,1
B_C0133,B_U0350,2025-09-14 09:50:00,2025-09-14 19:17:00,567,1,product_page,two_times,P0012,car_accessories,unknown,unknown,0,1
B_C0134,B_U0205,2025-08-03 15:04:00,2025-08-03 18:00:00,176,0,product_page,vip,P0005,retro_consoles,caseover_projector,unknown,0,0
B_C0135,B_U0119,2025-06-27 18:06:00,2025-06-28 05:01:00,655,0,product_page,lead,P0024,earphones,unknown,unknown,1,0
B_C0136,B_U0247,2025-08-07 16:56:00,2025-08-07 19:26:00,150,1,product_page,vip,P0043,other_accessories,phone_cases,football,0,0
B_C0137,B_U0248,2025-02-09 08:17:00,2025-02-10 21:07:00,2210,1,product_page,lead,P0048,other_accessories,phone_cases,personalized_cases,0,0
B_C0138,B_U0110,2025-05-12 17:01:00,2025-05-12 22:55:00,354,0,general_contact,lead,P0019,kits_and_bundles,unknown,unknown,0,0
B_C0139,B_U0137,2025-12-09 09:52:00,2025-12-12 03:47:00,3955,1,product_page,lead,P0021,earphones,unknown,unknown,0,1
B_C0140,B_U0088,2025-12-03 17:50:00,2025-12-03 19:24:00,94,0,general_contact,two_times,P0001,retro_consoles,caseover_console,unknown,0,1
B_C0141,B_U0038,2025-01-04 17:52:00,2025-01-04 21:47:00,235,0,product_page,vip,P0010,car_accessories,unknown,unknown,0,0
B_C0142,B_U0212,2025-05-26 21:02:00,2025-05-27 05:56:00,534,0,general_contact,two_times,unknown,unknown,unknown,unknown,1,0
B_C0143,B_U0126,2025-12-05 18:35:00,2025-12-05 18:48:00,13,0,general_contact,lead,P0026,other_accessories,airpods_cases,unknown,0,1
B_C0144,B_U0249,2025-09-13 22:41:00,2025-09-13 23:26:00,45,1,product_page,one_time,P0009,car_accessories,unknown,unknown,0,1
B_C0145,B_U0221,2025-01-23 20:22:00,2025-01-27 15:49:00,5487,1,product_page,lead,P0029,other_accessories,protection_accessories,unknown,0,0
B_C0146,B_U0062,2025-12-07 21:52:00,2025-12-07 21:58:00,6,0,general_contact,lead,unknown,unknown,unknown,unknown,0,1
B_C0147,B_U0029,2025-11-26 14:57:00,2025-11-29 02:33:00,3576,1,product_page,one_time,P0036,other_accessories,chargers_and_others,unknown,1,1
B_C0148,B_U0027,2025-07-02 21:11:00,2025-07-03 00:30:00,199,1,product_page,lead,P0013,cameras_and_accessories,unknown,unknown,1,0
B_C0149,B_U0319,2025-11-18 12:31:00,2025-11-18 16:27:00,236,1,general_contact,vip,unknown,unknown,unknown,unknown,0,1
B_C0150,B_U0142,2025-01-19 08:39:00,2025-01-21 08:46:00,2887,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0
B_C0151,B_U0258,2025-10-20 19:11:00,2025-10-21 14:42:00,1171,1,product_page,lead,P0056,other_accessories,phone_cases,men,0,0
B_C0152,B_U0291,2025-08-03 08:43:00,2025-08-03 11:26:00,163,1,product_page,vip,P0058,other_accessories,phone_cases,women,0,0
B_C0153,B_U0135,2025-01-14 20:21:00,2025-01-15 12:00:00,939,1,product_page,lead,P0051,other_accessories,phone_cases,cars,0,0
B_C0154,B_U0199,2025-08-06 13:54:00,2025-08-06 20:56:00,422,0,product_page,vip,P0010,car_accessories,unknown,unknown,0,0
B_C0155,B_U0357,2025-03-16 11:56:00,2025-03-16 13:30:00,94,1,product_page,lead,P0014,cameras_and_accessories,unknown,unknown,0,0
B_C0156,B_U0197,2025-09-18 09:38:00,2025-09-18 20:47:00,669,1,general_contact,one_time,P0006,retro_consoles,caseover_projector,unknown,0,1
B_C0157,B_U0122,2025-12-08 17:41:00,2025-12-08 19:23:00,102,0,general_contact,lead,P0006,retro_consoles,caseover_projector,unknown,0,1
B_C0158,B_U0338,2025-03-03 15:35:00,2025-03-04 12:06:00,1231,0,product_page,one_time,P0029,other_accessories,protection_accessories,unknown,0,0
B_C0159,B_U0116,2025-05-26 18:16:00,2025-05-26 18:47:00,31,0,general_contact,lead,P0034,other_accessories,chargers_and_others,unknown,1,0
B_C0160,B_U0156,2025-07-21 18:15:00,2025-07-21 23:38:00,323,1,general_contact,vip,P0023,earphones,unknown,unknown,0,0
B_C0161,B_U0024,2025-11-27 11:25:00,2025-11-29 04:51:00,2486,0,general_contact,vip,unknown,unknown,unknown,unknown,1,1
B_C0162,B_U0189,2025-12-24 19:56:00,2025-12-24 20:32:00,36,0,product_page,two_times,P0048,other_accessories,phone_cases,personalized_cases,0,1
B_C0163,B_U0304,2025-03-01 13:59:00,2025-03-01 17:11:00,192,0,general_contact,vip,P0037,other_accessories,phone_cases,all_phone_cases,1,0
B_C0164,B_U0175,2025-08-13 15:49:00,2025-08-16 18:38:00,4489,0,product_page,one_time,P0012,car_accessories,unknown,unknown,0,0
B_C0165,B_U0186,2025-01-19 16:27:00,2025-01-19 19:22:00,175,1,product_page,lead,P0036,other_accessories,chargers_and_others,unknown,0,0
B_C0166,B_U0044,2025-12-01 21:25:00,2025-12-02 00:24:00,179,0,product_page,one_time,P0059,other_accessories,phone_cases,women,1,1
B_C0167,B_U0282,2025-11-09 18:33:00,2025-11-11 02:41:00,1928,0,product_page,vip,P0006,retro_consoles,caseover_projector,unknown,0,1
B_C0168,B_U0114,2025-12-25 19:50:00,2025-12-27 13:55:00,2525,1,general_contact,vip,P0023,earphones,unknown,unknown,1,1
B_C0169,B_U0030,2025-06-04 15:12:00,2025-06-04 15:23:00,11,1,product_page,two_times,P0021,earphones,unknown,unknown,0,0
B_C0170,B_U0297,2025-06-15 17:57:00,2025-06-16 16:46:00,1369,0,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,0
B_C0171,B_U0048,2025-06-02 12:57:00,2025-06-02 13:39:00,42,0,product_page,two_times,P0023,earphones,unknown,unknown,1,0
B_C0172,B_U0033,2025-06-11 17:20:00,2025-06-12 02:13:00,533,0,product_page,lead,P0060,other_accessories,phone_cases,women,0,0
B_C0173,B_U0028,2025-11-05 21:04:00,2025-11-05 23:11:00,127,0,general_contact,lead,unknown,unknown,unknown,unknown,0,1
B_C0174,B_U0008,2025-01-27 16:52:00,2025-01-27 23:45:00,413,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0
B_C0175,B_U0292,2025-07-05 08:18:00,2025-07-06 10:12:00,1554,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0
B_C0176,B_U0087,2025-01-06 16:14:00,2025-01-07 09:51:00,1057,0,product_page,two_times,P0005,retro_consoles,caseover_projector,unknown,0,0
B_C0177,B_U0154,2025-06-14 09:26:00,2025-06-14 21:40:00,734,1,product_page,two_times,P0015,cameras_and_accessories,unknown,unknown,0,0
B_C0178,B_U0217,2025-11-18 20:21:00,2025-11-19 04:32:00,491,0,product_page,one_time,P0009,car_accessories,unknown,unknown,0,1
B_C0179,B_U0334,2025-11-13 17:20:00,2025-11-13 18:54:00,94,0,product_page,vip,P0011,car_accessories,unknown,unknown,0,1
B_C0180,B_U0314,2025-12-12 11:18:00,2025-12-14 00:23:00,2225,0,product_page,one_time,P0018,kits_and_bundles,unknown,unknown,0,1
B_C0181,B_U0156,2025-12-06 19:31:00,2025-12-06 22:27:00,176,0,general_contact,lead,P0018,kits_and_bundles,unknown,unknown,0,1
B_C0182,B_U0271,2025-11-26 15:36:00,2025-11-27 03:14:00,698,1,product_page,one_time,P0014,cameras_and_accessories,unknown,unknown,1,1
B_C0183,B_U0173,2025-04-11 20:41:00,2025-04-11 21:26:00,45,0,product_page,lead,P0021,earphones,unknown,unknown,0,0
B_C0184,B_U0250,2025-05-28 18:45:00,2025-05-29 00:03:00,318,0,general_contact,vip,unknown,unknown,unknown,unknown,1,0
B_C0185,B_U0273,2025-01-09 18:37:00,2025-01-09 19:30:00,53,0,general_contact,lead,P0004,retro_consoles,caseover_console,unknown,0,0
B_C0186,B_U0053,2025-02-21 13:49:00,2025-02-22 07:43:00,1074,0,product_page,one_time,P0022,earphones,unknown,unknown,0,0
B_C0187,B_U0117,2025-10-01 10:21:00,2025-10-03 00:36:00,2295,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0
B_C0188,B_U0260,2025-09-28 20:41:00,2025-09-30 02:18:00,1777,1,product_page,two_times,P0013,cameras_and_accessories,unknown,unknown,1,1
