contact_id,customer_id,contact_datetime,first_response_datetime,response_time_min,converted,contact_source_type,customer_type,product_id,product_category,product_subcategory,product_collection,is_payday_period,is_peak_season,month,day_of_month,day_of_week,hour_of_day,fast_response_24h
C_C00029,C_U0791,2025-04-13 17:09:00,2025-04-13 19:04:00,115,0,general_contact,vip,P0022,earphones,unknown,unknown,0,0,4,13,6,17,1
C_C00030,C_U1058,2025-01-19 10:06:00,2025-01-22 17:18:00,4752,0,product_page,lead,P0012,car_accessories,unknown,unknown,0,0,1,19,6,10,0
C_C00031,C_U0852,2025-01-20 16:22:00,2025-01-20 21:10:00,288,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,1,20,0,16,1
C_C00032,C_U2020,2025-06-18 14:02:00,2025-06-19 20:39:00,1837,0,general_contact,lead,P0009,car_accessories,unknown,unknown,0,0,6,18,2,14,0
C_C00033,C_U0100,2025-01-10 09:07:00,2025-01-12 16:12:00,3305,0,product_page,vip,P0054,other_accessories,phone_cases,men,0,0,1,10,4,9,0
C_C00034,C_U2382,2025-03-11 19:58:00,2025-03-13 02:16:00,1818,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,3,11,1,19,0
C_C00035,C_U0314,2025-08-28 16:16:00,2025-08-28 17:59:00,103,0,product_page,one_time,P0012,car_accessories,unknown,unknown,1,0,8,28,3,16,1
C_C00036,C_U0867,2025-07-26 15:46:00,2025-07-26 16:16:00,30,0,product_page,vip,P0047,other_accessories,phone_cases,personalized_cases,1,0,7,26,5,15,1
C_C00037,C_U2168,2025-07-14 20:57:00,2025-07-18 03:44:00,4727,1,product_page,lead,P0007,retro_consoles,caseover_projector,unknown,0,0,7,14,0,20,0
C_C00038,C_U1052,2025-09-07 19:26:00,2025-09-07 20:01:00,35,1,product_page,vip,P0048,other_accessories,phone_cases,personalized_cases,0,1,9,7,6,19,1
C_C00039,C_U1503,2025-12-06 21:30:00,2025-12-07 07:58:00,628,1,general_contact,vip,unknown,unknown,unknown,unknown,0,1,12,6,5,21,1
C_C00040,C_U0952,2025-03-26 19:42:00,2025-03-29 01:44:00,3242,1,product_page,two_times,P0013,cameras_and_accessories,unknown,unknown,1,0,3,26,2,19,0
C_C00041,C_U1875,2025-06-04 22:56:00,2025-06-05 02:55:00,239,1,general_contact,two_times,P0008,retro_consoles,caseover_projector,unknown,0,0,6,4,2,22,1
C_C00042,C_U0354,2025-12-11 20:31:00,2025-12-15 17:18:00,5567,0,general_contact,two_times,P0019,kits_and_bundles,unknown,unknown,0,1,12,11,3,20,0
C_C00043,C_U0861,2025-10-26 12:28:00,2025-10-26 15:09:00,161,1,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,1,0,10,26,6,12,1
C_C00044,C_U2524,2025-12-17 09:52:00,2025-12-18 01:39:00,947,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,1,12,17,2,9,1
C_C00045,C_U1294,2025-04-09 19:50:00,2025-04-13 06:40:00,4970,0,product_page,lead,P0014,cameras_and_accessories,unknown,unknown,0,0,4,9,2,19,0
C_C00046,C_U0051,2025-03-05 20:19:00,2025-03-06 18:13:00,1314,0,product_page,two_times,P0023,earphones,unknown,unknown,0,0,3,5,2,20,1
C_C00047,C_U1582,2025-12-13 10:09:00,2025-12-16 14:04:00,4555,1,general_contact,lead,P0039,other_accessories,phone_cases,all_phone_cases,0,1,12,13,5,10,0
C_C00048,C_U2533,2025-11-23 13:19:00,2025-11-24 09:06:00,1187,1,product_page,lead,P0009,car_accessories,unknown,unknown,0,1,11,23,6,13,1
C_C00049,C_U1099,2025-11-08 20:01:00,2025-11-10 14:11:00,2530,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1,11,8,5,20,0
C_C00050,C_U1002,2025-07-19 16:39:00,2025-07-20 01:32:00,533,1,product_page,vip,P0019,kits_and_bundles,unknown,unknown,0,0,7,19,5,16,1
C_C00051,C_U0776,2025-06-16 17:34:00,2025-06-16 21:09:00,215,0,general_contact,vip,P0011,car_accessories,unknown,unknown,0,0,6,16,0,17,1
C_C00052,C_U0445,2025-08-27 17:56:00,2025-08-27 18:11:00,15,1,general_contact,two_times,P0013,cameras_and_accessories,unknown,unknown,1,0,8,27,2,17,1
C_C00053,C_U2219,2025-06-24 22:36:00,2025-06-25 08:23:00,587,0,product_page,vip,P0009,car_accessories,unknown,unknown,0,0,6,24,1,22,1
C_C00054,C_U2260,2025-06-05 15:57:00,2025-06-06 22:33:00,1836,0,product_page,one_time,P0009,car_accessories,unknown,unknown,0,0,6,5,3,15,0
C_C00055,C_U2228,2025-09-04 14:37:00,2025-09-05 01:17:00,640,0,product_page,one_time,P0006,retro_consoles,caseover_projector,unknown,0,1,9,4,3,14,1
C_C00056,C_U1990,2025-12-19 22:17:00,2025-12-19 23:40:00,83,0,general_contact,lead,P0005,retro_consoles,caseover_projector,unknown,0,1,12,19,4,22,1
C_C00057,C_U2490,2025-10-05 22:44:00,2025-10-05 23:26:00,42,1,product_page,vip,P0023,earphones,unknown,unknown,0,0,10,5,6,22,1
C_C00058,C_U2329,2025-12-01 11:25:00,2025-12-01 12:11:00,46,1,product_page,one_time,P0004,retro_consoles,caseover_console,unknown,1,1,12,1,0,11,1
C_C00059,C_U0846,2025-12-14 11:31:00,2025-12-18 03:36:00,5285,0,product_page,two_times,P0011,car_accessories,unknown,unknown,0,1,12,14,6,11,0
C_C00060,C_U1344,2025-01-15 12:13:00,2025-01-16 11:01:00,1368,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,1,15,2,12,1
C_C00061,C_U1035,2025-11-27 08:34:00,2025-11-28 00:59:00,985,0,product_page,one_time,P0013,cameras_and_accessories,unknown,unknown,1,1,11,27,3,8,1
C_C00062,C_U0947,2025-05-08 18:19:00,2025-05-11 10:29:00,3850,0,product_page,vip,P0011,car_accessories,unknown,unknown,0,0,5,8,3,18,0
C_C00063,C_U2583,2025-10-03 15:53:00,2025-10-06 04:16:00,3623,1,product_page,vip,P0047,other_accessories,phone_cases,personalized_cases,0,0,10,3,4,15,0
C_C00064,C_U1930,2025-12-18 11:33:00,2025-12-18 22:51:00,678,0,product_page,vip,P0002,retro_consoles,caseover_console,unknown,0,1,12,18,3,11,1
C_C00065,C_U0209,2025-01-04 17:34:00,2025-01-04 21:28:00,234,0,product_page,lead,P0024,earphones,unknown,unknown,0,0,1,4,5,17,1
C_C00066,C_U1500,2025-12-16 15:19:00,2025-12-16 20:28:00,309,0,general_contact,lead,P0017,kits_and_bundles,unknown,unknown,0,1,12,16,1,15,1
C_C00067,C_U1911,2025-01-17 14:01:00,2025-01-17 23:24:00,563,0,product_page,lead,P0011,car_accessories,unknown,unknown,0,0,1,17,4,14,1
C_C00068,C_U1854,2025-03-07 11:08:00,2025-03-07 14:20:00,192,0,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,0,3,7,4,11,1
C_C00069,C_U1986,2025-10-28 21:46:00,2025-10-29 04:35:00,409,0,product_page,lead,P0020,kits_and_bundles,unknown,unknown,1,0,10,28,1,21,1
C_C00070,C_U0128,2025-11-22 16:05:00,2025-11-23 12:27:00,1222,0,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,1,11,22,5,16,1
C_C00071,C_U2624,2025-11-29 10:32:00,2025-11-29 10:41:00,9,1,general_contact,vip,unknown,unknown,unknown,unknown,1,1,11,29,5,10,1
C_C00072,C_U1493,2025-07-31 10:24:00,2025-08-04 07:20:00,5576,0,product_page,two_times,P0044,other_accessories,phone_cases,football,1,0,7,31,3,10,0
C_C00073,C_U2260,2025-07-22 16:51:00,2025-07-24 07:11:00,2300,0,product_page,vip,P0001,retro_consoles,caseover_console,unknown,0,0,7,22,1,16,0
C_C00074,C_U1335,2025-01-02 11:44:00,2025-01-02 13:59:00,135,0,general_contact,two_times,P0013,cameras_and_accessories,unknown,unknown,1,0,1,2,3,11,1
C_C00075,C_U0204,2025-11-17 22:47:00,2025-11-17 23:29:00,42,1,general_contact,one_time,P0024,earphones,unknown,unknown,0,1,11,17,0,22,1
C_C00076,C_U0444,2025-07-25 22:41:00,2025-07-26 10:23:00,702,0,product_page,lead,P0022,earphones,unknown,unknown,1,0,7,25,4,22,1
C_C00077,C_U1574,2025-10-05 22:28:00,2025-10-09 00:00:00,4412,0,product_page,vip,P0024,earphones,unknown,unknown,0,0,10,5,6,22,0
C_C00078,C_U0901,2025-01-15 21:14:00,2025-01-16 10:54:00,820,0,general_contact,lead,P0019,kits_and_bundles,unknown,unknown,0,0,1,15,2,21,1
C_C00079,C_U1057,2025-08-31 13:19:00,2025-08-31 17:10:00,231,0,product_page,two_times,P0014,cameras_and_accessories,unknown,unknown,1,0,8,31,6,13,1
C_C00080,C_U2702,2025-03-14 13:34:00,2025-03-14 15:29:00,115,0,product_page,vip,P0034,other_accessories,chargers_and_others,unknown,0,0,3,14,4,13,1
C_C00081,C_U1616,2025-09-08 12:53:00,2025-09-08 18:48:00,355,1,product_page,one_time,P0034,other_accessories,chargers_and_others,unknown,0,1,9,8,0,12,1
C_C00082,C_U1697,2025-12-03 19:13:00,2025-12-03 21:20:00,127,0,general_contact,lead,P0001,retro_consoles,caseover_console,unknown,0,1,12,3,2,19,1
C_C00083,C_U2029,2025-12-01 13:10:00,2025-12-01 13:24:00,14,1,product_page,one_time,P0004,retro_consoles,caseover_console,unknown,1,1,12,1,0,13,1
C_C00084,C_U2273,2025-11-28 11:41:00,2025-11-30 07:44:00,2643,1,general_contact,lead,unknown,unknown,unknown,unknown,1,1,11,28,4,11,0
C_C00085,C_U0226,2025-01-18 10:50:00,2025-01-19 21:45:00,2095,0,general_contact,vip,P0002,retro_consoles,caseover_console,unknown,0,0,1,18,5,10,0
C_C00086,C_U0893,2025-07-23 10:36:00,2025-07-23 15:33:00,297,0,product_page,two_times,P0043,other_accessories,phone_cases,football,0,0,7,23,2,10,1
C_C00087,C_U0331,2025-04-11 19:33:00,2025-04-11 22:18:00,165,1,product_page,one_time,P0051,other_accessories,phone_cases,cars,0,0,4,11,4,19,1
C_C00088,C_U2263,2025-12-05 17:56:00,2025-12-07 11:45:00,2509,1,product_page,one_time,P0045,other_accessories,phone_cases,personalized_cases,0,1,12,5,4,17,0
C_C00089,C_U1040,2025-04-13 20:54:00,2025-04-16 06:08:00,3434,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,0,4,13,6,20,0
C_C00090,C_U0808,2025-04-23 15:37:00,2025-04-27 01:00:00,4883,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,4,23,2,15,0
C_C00091,C_U1290,2025-07-09 10:46:00,2025-07-09 13:40:00,174,1,product_page,one_time,P0023,earphones,unknown,unknown,0,0,7,9,2,10,1
C_C00092,C_U0133,2025-10-23 19:24:00,2025-10-25 14:30:00,2586,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,0,10,23,3,19,0
C_C00093,C_U0614,2025-07-06 10:11:00,2025-07-07 02:41:00,990,0,product_page,one_time,P0015,cameras_and_accessories,unknown,unknown,0,0,7,6,6,10,1
C_C00094,C_U0028,2025-12-21 20:32:00,2025-12-21 21:36:00,64,0,product_page,one_time,P0023,earphones,unknown,unknown,0,1,12,21,6,20,1
C_C00095,C_U0292,2025-02-27 20:07:00,2025-02-27 20:24:00,17,1,product_page,lead,P0021,earphones,unknown,unknown,1,0,2,27,3,20,1
C_C00096,C_U0005,2025-03-21 10:33:00,2025-03-22 06:03:00,1170,0,product_page,lead,P0020,kits_and_bundles,unknown,unknown,0,0,3,21,4,10,1
C_C00097,C_U1536,2025-09-14 17:52:00,2025-09-14 18:42:00,50,0,product_page,one_time,P0017,kits_and_bundles,unknown,unknown,0,1,9,14,6,17,1
C_C00098,C_U0489,2025-09-19 11:49:00,2025-09-21 00:22:00,2193,1,product_page,lead,P0033,other_accessories,chargers_and_others,unknown,0,1,9,19,4,11,0
C_C00099,C_U1067,2025-03-20 12:14:00,2025-03-20 13:32:00,78,0,product_page,one_time,P0008,retro_consoles,caseover_projector,unknown,0,0,3,20,3,12,1
C_C00100,C_U0373,2025-05-17 09:52:00,2025-05-20 23:36:00,5144,0,product_page,lead,P0023,earphones,unknown,unknown,0,0,5,17,5,9,0
C_C00101,C_U1836,2025-12-25 17:04:00,2025-12-25 17:47:00,43,0,product_page,vip,P0042,other_accessories,phone_cases,football,1,1,12,25,3,17,1
C_C00102,C_U0338,2025-04-24 18:25:00,2025-04-28 00:09:00,4664,0,product_page,two_times,P0030,other_accessories,protection_accessories,unknown,0,0,4,24,3,18,0
C_C00103,C_U0487,2025-03-25 20:30:00,2025-03-26 00:05:00,215,0,product_page,vip,P0008,retro_consoles,caseover_projector,unknown,1,0,3,25,1,20,1
C_C00104,C_U2545,2025-07-21 09:27:00,2025-07-22 16:15:00,1848,0,product_page,one_time,P0059,other_accessories,phone_cases,women,0,0,7,21,0,9,0
C_C00105,C_U1392,2025-09-29 13:25:00,2025-09-29 17:00:00,215,1,product_page,vip,P0004,retro_consoles,caseover_console,unknown,1,1,9,29,0,13,1
C_C00106,C_U2466,2025-03-07 17:44:00,2025-03-08 02:45:00,541,1,product_page,lead,P0025,other_accessories,airpods_cases,unknown,0,0,3,7,4,17,1
C_C00107,C_U1945,2025-08-11 13:28:00,2025-08-13 20:34:00,3306,0,general_contact,two_times,P0016,cameras_and_accessories,unknown,unknown,0,0,8,11,0,13,0
C_C00108,C_U0968,2025-01-22 18:12:00,2025-01-23 00:08:00,356,1,product_page,two_times,P0005,retro_consoles,caseover_projector,unknown,0,0,1,22,2,18,1
C_C00109,C_U2719,2025-07-28 13:13:00,2025-07-28 16:18:00,185,0,product_page,one_time,P0021,earphones,unknown,unknown,1,0,7,28,0,13,1
C_C00110,C_U2386,2025-10-01 17:11:00,2025-10-02 04:22:00,671,1,product_page,two_times,P0043,other_accessories,phone_cases,football,1,0,10,1,2,17,1
C_C00111,C_U2598,2025-01-11 17:45:00,2025-01-12 08:46:00,901,0,product_page,vip,P0060,other_accessories,phone_cases,women,0,0,1,11,5,17,1
C_C00112,C_U1365,2025-09-30 09:31:00,2025-09-30 15:01:00,330,1,product_page,one_time,P0015,cameras_and_accessories,unknown,unknown,1,1,9,30,1,9,1
C_C00113,C_U0299,2025-06-27 08:26:00,2025-06-27 09:04:00,38,0,product_page,lead,P0023,earphones,unknown,unknown,1,0,6,27,4,8,1
C_C00114,C_U0425,2025-09-21 16:34:00,2025-09-22 03:00:00,626,0,general_contact,vip,unknown,unknown,unknown,unknown,0,1,9,21,6,16,1
C_C00115,C_U1050,2025-06-02 22:39:00,2025-06-05 19:00:00,4101,0,product_page,lead,P0055,other_accessories,phone_cases,men,1,0,6,2,0,22,0
C_C00116,C_U2021,2025-08-10 17:24:00,2025-08-14 06:43:00,5119,0,product_page,two_times,P0059,other_accessories,phone_cases,women,0,0,8,10,6,17,0
C_C00117,C_U2013,2025-03-17 15:33:00,2025-03-21 12:19:00,5566,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,3,17,0,15,0
C_C00118,C_U2036,2025-02-18 16:00:00,2025-02-19 03:22:00,682,0,product_page,lead,P0034,other_accessories,chargers_and_others,unknown,0,0,2,18,1,16,1
C_C00119,C_U1887,2025-11-25 16:05:00,2025-11-25 18:03:00,118,1,general_contact,two_times,P0010,car_accessories,unknown,unknown,1,1,11,25,1,16,1
C_C00120,C_U1661,2025-09-12 13:09:00,2025-09-16 12:43:00,5734,0,general_contact,one_time,P0013,cameras_and_accessories,unknown,unknown,0,1,9,12,4,13,0
C_C00121,C_U2129,2025-12-17 15:54:00,2025-12-17 21:10:00,316,1,general_contact,lead,unknown,unknown,unknown,unknown,0,1,12,17,2,15,1
C_C00122,C_U2468,2025-02-21 13:42:00,2025-02-21 16:00:00,138,1,product_page,lead,P0010,car_accessories,unknown,unknown,0,0,2,21,4,13,1
C_C00123,C_U1157,2025-12-21 13:39:00,2025-12-22 03:03:00,804,1,product_page,one_time,P0001,retro_consoles,caseover_console,unknown,0,1,12,21,6,13,1
C_C00124,C_U2487,2025-02-27 08:26:00,2025-02-27 14:53:00,387,1,general_contact,vip,unknown,unknown,unknown,unknown,1,0,2,27,3,8,1
C_C00125,C_U2415,2025-02-16 20:40:00,2025-02-20 04:50:00,4810,1,product_page,lead,P0047,other_accessories,phone_cases,personalized_cases,0,0,2,16,6,20,0
C_C00126,C_U1457,2025-03-15 18:58:00,2025-03-15 19:29:00,31,0,general_contact,lead,P0037,other_accessories,phone_cases,all_phone_cases,0,0,3,15,5,18,1
C_C00127,C_U1331,2025-02-20 09:46:00,2025-02-22 08:37:00,2811,0,product_page,lead,P0021,earphones,unknown,unknown,0,0,2,20,3,9,0
C_C00128,C_U0748,2025-09-15 09:51:00,2025-09-15 14:10:00,259,0,general_contact,one_time,P0012,car_accessories,unknown,unknown,0,1,9,15,0,9,1
C_C00129,C_U2341,2025-01-27 18:59:00,2025-01-28 18:46:00,1427,0,general_contact,lead,unknown,unknown,unknown,unknown,1,0,1,27,0,18,1
C_C00130,C_U1756,2025-04-04 13:47:00,2025-04-04 13:58:00,11,0,general_contact,one_time,P0010,car_accessories,unknown,unknown,0,0,4,4,4,13,1
C_C00131,C_U2671,2025-04-20 22:17:00,2025-04-20 22:54:00,37,1,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,0,4,20,6,22,1
C_C00132,C_U1816,2025-09-10 19:07:00,2025-09-10 19:56:00,49,0,product_page,lead,P0023,earphones,unknown,unknown,0,1,9,10,2,19,1
C_C00133,C_U0060,2025-06-17 19:24:00,2025-06-21 09:08:00,5144,0,product_page,one_time,P0047,other_accessories,phone_cases,personalized_cases,0,0,6,17,1,19,0
C_C00134,C_U0556,2025-01-19 08:03:00,2025-01-19 15:40:00,457,0,product_page,vip,P0009,car_accessories,unknown,unknown,0,0,1,19,6,8,1
C_C00135,C_U2621,2025-12-09 13:54:00,2025-12-09 14:32:00,38,0,product_page,lead,P0050,other_accessories,phone_cases,cars,0,1,12,9,1,13,1
C_C00136,C_U1763,2025-02-25 17:35:00,2025-02-25 20:48:00,193,0,product_page,lead,P0015,cameras_and_accessories,unknown,unknown,1,0,2,25,1,17,1
C_C00137,C_U1717,2025-06-18 18:53:00,2025-06-19 10:35:00,942,0,product_page,lead,P0006,retro_consoles,caseover_projector,unknown,0,0,6,18,2,18,1
C_C00138,C_U2679,2025-12-10 15:23:00,2025-12-10 15:31:00,8,0,product_page,two_times,P0012,car_accessories,unknown,unknown,0,1,12,10,2,15,1
C_C00139,C_U0212,2025-04-10 10:18:00,2025-04-13 00:28:00,3730,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,4,10,3,10,0
C_C00140,C_U2319,2025-11-13 12:26:00,2025-11-15 17:33:00,3187,0,product_page,vip,P0035,other_accessories,chargers_and_others,unknown,0,1,11,13,3,12,0
C_C00141,C_U0340,2025-11-10 22:11:00,2025-11-11 01:05:00,174,1,product_page,lead,P0011,car_accessories,unknown,unknown,0,1,11,10,0,22,1
C_C00142,C_U2545,2025-01-05 14:46:00,2025-01-06 01:34:00,648,0,general_contact,lead,P0052,other_accessories,phone_cases,cars,0,0,1,5,6,14,1
C_C00143,C_U2345,2025-11-06 08:25:00,2025-11-06 09:09:00,44,0,product_page,two_times,P0016,cameras_and_accessories,unknown,unknown,0,1,11,6,3,8,1
C_C00144,C_U1963,2025-04-12 20:23:00,2025-04-14 23:07:00,3044,0,product_page,two_times,P0019,kits_and_bundles,unknown,unknown,0,0,4,12,5,20,0
C_C00145,C_U0551,2025-11-25 21:33:00,2025-11-26 07:49:00,616,1,product_page,lead,P0027,other_accessories,airpods_cases,unknown,1,1,11,25,1,21,1
C_C00146,C_U0901,2025-09-06 22:51:00,2025-09-10 01:49:00,4498,0,product_page,two_times,P0016,cameras_and_accessories,unknown,unknown,0,1,9,6,5,22,0
C_C00147,C_U2548,2025-12-22 17:44:00,2025-12-22 18:23:00,39,0,general_contact,vip,P0018,kits_and_bundles,unknown,unknown,0,1,12,22,0,17,1
C_C00148,C_U0191,2025-12-20 14:04:00,2025-12-21 21:55:00,1911,0,product_page,lead,P0030,other_accessories,protection_accessories,unknown,0,1,12,20,5,14,0
C_C00149,C_U0525,2025-01-03 18:58:00,2025-01-04 22:12:00,1634,0,product_page,lead,P0045,other_accessories,phone_cases,personalized_cases,0,0,1,3,4,18,0
C_C00150,C_U0737,2025-07-12 15:27:00,2025-07-15 12:11:00,4124,0,product_page,lead,P0016,cameras_and_accessories,unknown,unknown,0,0,7,12,5,15,0
C_C00151,C_U0174,2025-02-18 13:50:00,2025-02-18 22:20:00,510,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,2,18,1,13,1
C_C00152,C_U2027,2025-05-26 15:45:00,2025-05-26 18:43:00,178,0,product_page,lead,P0025,other_accessories,airpods_cases,unknown,1,0,5,26,0,15,1
C_C00153,C_U2670,2025-01-29 08:13:00,2025-01-29 11:18:00,185,0,product_page,lead,P0012,car_accessories,unknown,unknown,1,0,1,29,2,8,1
C_C00154,C_U2487,2025-07-06 15:39:00,2025-07-09 16:50:00,4391,0,product_page,one_time,P0010,car_accessories,unknown,unknown,0,0,7,6,6,15,0
C_C00155,C_U1793,2025-12-06 14:55:00,2025-12-06 22:17:00,442,1,product_page,vip,P0018,kits_and_bundles,unknown,unknown,0,1,12,6,5,14,1
C_C00156,C_U1015,2025-07-02 15:42:00,2025-07-02 16:59:00,77,0,product_page,vip,P0036,other_accessories,chargers_and_others,unknown,1,0,7,2,2,15,1
C_C00157,C_U0549,2025-01-25 16:03:00,2025-01-25 21:07:00,304,0,product_page,lead,P0038,other_accessories,phone_cases,all_phone_cases,1,0,1,25,5,16,1
C_C00158,C_U2246,2025-09-04 15:50:00,2025-09-05 05:02:00,792,1,general_contact,vip,unknown,unknown,unknown,unknown,0,1,9,4,3,15,1
C_C00159,C_U2111,2025-01-02 12:50:00,2025-01-02 13:35:00,45,0,general_contact,lead,P0025,other_accessories,airpods_cases,unknown,1,0,1,2,3,12,1
C_C00160,C_U0853,2025-11-24 15:19:00,2025-11-24 16:09:00,50,0,product_page,vip,P0008,retro_consoles,caseover_projector,unknown,0,1,11,24,0,15,1
C_C00161,C_U1425,2025-09-28 11:37:00,2025-09-28 13:17:00,100,1,product_page,one_time,P0004,retro_consoles,caseover_console,unknown,1,1,9,28,6,11,1
C_C00162,C_U0505,2025-04-10 18:49:00,2025-04-10 20:42:00,113,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0,4,10,3,18,1
C_C00163,C_U2349,2025-06-05 20:39:00,2025-06-08 14:21:00,3942,1,product_page,one_time,P0013,cameras_and_accessories,unknown,unknown,0,0,6,5,3,20,0
C_C00164,C_U1195,2025-01-17 10:26:00,2025-01-17 17:36:00,430,1,product_page,one_time,P0038,other_accessories,phone_cases,all_phone_cases,0,0,1,17,4,10,1
C_C00165,C_U2470,2025-08-13 13:58:00,2025-08-15 23:45:00,3467,0,product_page,vip,P0012,car_accessories,unknown,unknown,0,0,8,13,2,13,0
