contact_id,customer_id,contact_datetime,first_response_datetime,response_time_min,converted,contact_source_type,customer_type,product_id,product_category,product_subcategory,product_collection,is_payday_period,is_peak_season,month,day_of_month,day_of_week,hour_of_day,fast_response_24h
B_C00054,B_U0083,2025-01-04 19:50:00,2025-01-04 20:33:00,43,0,product_page,lead,P0012,car_accessories,unknown,unknown,0,0,1,4,5,19,1
B_C00055,B_U1531,2025-12-15 16:27:00,2025-12-15 19:13:00,166,1,general_contact,lead,P0012,car_accessories,unknown,unknown,0,1,12,15,0,16,1
B_C00056,B_U1234,2025-12-25 17:30:00,2025-12-28 17:55:00,4345,0,product_page,one_time,P0047,other_accessories,phone_cases,personalized_cases,1,1,12,25,3,17,0
B_C00057,B_U2164,2025-08-18 10:25:00,2025-08-18 10:59:00,34,0,general_contact,one_time,P0013,cameras_and_accessories,unknown,unknown,0,0,8,18,0,10,1
B_C00058,B_U0119,2025-06-26 19:09:00,2025-06-28 11:49:00,2440,1,product_page,lead,P0014,cameras_and_accessories,unknown,unknown,1,0,6,26,3,19,0
B_C00059,B_U2129,2025-10-07 18:40:00,2025-10-11 07:17:00,5077,1,product_page,lead,P0043,other_accessories,phone_cases,football,0,0,10,7,1,18,0
B_C00060,B_U0520,2025-06-10 17:15:00,2025-06-12 12:27:00,2592,0,product_page,two_times,P0002,retro_consoles,caseover_console,unknown,0,0,6,10,1,17,0
B_C00061,B_U1405,2025-07-20 11:23:00,2025-07-21 00:14:00,771,1,product_page,two_times,P0011,car_accessories,unknown,unknown,0,0,7,20,6,11,1
B_C00062,B_U2654,2025-04-18 18:52:00,2025-04-19 04:41:00,589,1,general_contact,lead,P0023,earphones,unknown,unknown,0,0,4,18,4,18,1
B_C00063,B_U1092,2025-11-02 16:16:00,2025-11-03 12:45:00,1229,0,general_contact,one_time,P0053,other_accessories,phone_cases,men,1,1,11,2,6,16,1
B_C00064,B_U0271,2025-09-27 20:18:00,2025-10-01 03:48:00,4770,0,product_page,lead,P0012,car_accessories,unknown,unknown,1,1,9,27,5,20,0
B_C00065,B_U0952,2025-03-09 15:50:00,2025-03-13 08:18:00,5308,0,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,0,0,3,9,6,15,0
B_C00066,B_U1601,2025-03-21 16:57:00,2025-03-21 20:42:00,225,0,product_page,vip,P0023,earphones,unknown,unknown,0,0,3,21,4,16,1
B_C00067,B_U0232,2025-09-30 12:08:00,2025-09-30 15:57:00,229,0,general_contact,vip,P0009,car_accessories,unknown,unknown,1,1,9,30,1,12,1
B_C00068,B_U0560,2025-07-12 18:40:00,2025-07-12 22:11:00,211,0,product_page,two_times,P0049,other_accessories,phone_cases,cars,0,0,7,12,5,18,1
B_C00069,B_U1835,2025-04-22 15:23:00,2025-04-23 02:41:00,678,1,general_contact,two_times,P0022,earphones,unknown,unknown,0,0,4,22,1,15,1
B_C00070,B_U0930,2025-06-23 19:26:00,2025-06-23 21:17:00,111,1,product_page,vip,P0019,kits_and_bundles,unknown,unknown,0,0,6,23,0,19,1
B_C00071,B_U0218,2025-06-21 20:38:00,2025-06-24 00:47:00,3129,0,general_contact,lead,P0032,other_accessories,protection_accessories,unknown,0,0,6,21,5,20,0
B_C00072,B_U1608,2025-03-08 09:11:00,2025-03-08 19:03:00,592,1,product_page,vip,P0012,car_accessories,unknown,unknown,0,0,3,8,5,9,1
B_C00073,B_U1622,2025-05-08 13:09:00,2025-05-08 13:15:00,6,0,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,0,5,8,3,13,1
B_C00074,B_U2426,2025-06-09 19:39:00,2025-06-09 23:34:00,235,0,product_page,lead,P0053,other_accessories,phone_cases,men,0,0,6,9,0,19,1
B_C00075,B_U1603,2025-04-26 19:59:00,2025-04-26 21:55:00,116,0,product_page,vip,P0013,cameras_and_accessories,unknown,unknown,1,0,4,26,5,19,1
B_C00076,B_U0431,2025-09-10 11:51:00,2025-09-10 22:56:00,665,0,product_page,vip,P0054,other_accessories,phone_cases,men,0,1,9,10,2,11,1
B_C00077,B_U2633,2025-11-30 14:30:00,2025-11-30 14:48:00,18,0,product_page,one_time,P0016,cameras_and_accessories,unknown,unknown,1,1,11,30,6,14,1
B_C00078,B_U0764,2025-10-04 18:41:00,2025-10-05 05:15:00,634,1,general_contact,vip,P0021,earphones,unknown,unknown,0,0,10,4,5,18,1
B_C00079,B_U0731,2025-01-09 13:57:00,2025-01-09 16:50:00,173,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,1,9,3,13,1
B_C00080,B_U1634,2025-02-27 12:36:00,2025-02-28 00:19:00,703,0,product_page,one_time,P0003,retro_consoles,caseover_console,unknown,1,0,2,27,3,12,1
B_C00081,B_U2415,2025-07-31 11:45:00,2025-07-31 15:07:00,202,0,product_page,lead,P0019,kits_and_bundles,unknown,unknown,1,0,7,31,3,11,1
B_C00082,B_U2722,2025-08-28 14:39:00,2025-08-28 16:06:00,87,1,product_page,one_time,P0047,other_accessories,phone_cases,personalized_cases,1,0,8,28,3,14,1
B_C00083,B_U2633,2025-12-19 16:28:00,2025-12-19 20:20:00,232,0,product_page,lead,P0040,other_accessories,phone_cases,all_phone_cases,0,1,12,19,4,16,1
B_C00084,B_U2611,2025-08-07 13:49:00,2025-08-11 13:17:00,5728,1,product_page,vip,P0002,retro_consoles,caseover_console,unknown,0,0,8,7,3,13,0
B_C00085,B_U2728,2025-10-19 11:14:00,2025-10-22 17:40:00,4706,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0,10,19,6,11,0
B_C00086,B_U0632,2025-11-23 22:02:00,2025-11-24 19:49:00,1307,0,general_contact,lead,P0016,cameras_and_accessories,unknown,unknown,0,1,11,23,6,22,1
B_C00087,B_U2652,2025-10-14 18:31:00,2025-10-15 02:09:00,458,0,product_page,one_time,P0010,car_accessories,unknown,unknown,0,0,10,14,1,18,1
B_C00088,B_U1947,2025-03-01 08:51:00,2025-03-01 15:59:00,428,1,product_page,lead,P0021,earphones,unknown,unknown,1,0,3,1,5,8,1
B_C00089,B_U0948,2025-10-19 09:04:00,2025-10-19 20:53:00,709,0,product_page,one_time,P0007,retro_consoles,caseover_projector,unknown,0,0,10,19,6,9,1
B_C00090,B_U2631,2025-06-01 22:30:00,2025-06-05 19:07:00,5557,1,general_contact,one_time,P0016,cameras_and_accessories,unknown,unknown,1,0,6,1,6,22,0
B_C00091,B_U1697,2025-06-02 20:35:00,2025-06-03 10:49:00,854,1,general_contact,one_time,P0007,retro_consoles,caseover_projector,unknown,1,0,6,2,0,20,1
B_C00092,B_U1589,2025-06-23 14:05:00,2025-06-24 01:08:00,663,1,product_page,one_time,P0016,cameras_and_accessories,unknown,unknown,0,0,6,23,0,14,1
B_C00093,B_U2040,2025-10-10 21:34:00,2025-10-13 01:02:00,3088,0,product_page,one_time,P0009,car_accessories,unknown,unknown,0,0,10,10,4,21,0
B_C00094,B_U2139,2025-04-20 16:07:00,2025-04-20 18:48:00,161,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,4,20,6,16,1
B_C00095,B_U1835,2025-06-29 13:28:00,2025-06-29 15:48:00,140,0,product_page,vip,P0054,other_accessories,phone_cases,men,1,0,6,29,6,13,1
B_C00096,B_U1872,2025-01-27 21:19:00,2025-01-28 01:43:00,264,0,general_contact,lead,P0011,car_accessories,unknown,unknown,1,0,1,27,0,21,1
B_C00097,B_U0581,2025-08-14 15:38:00,2025-08-18 08:00:00,5302,0,product_page,two_times,P0052,other_accessories,phone_cases,cars,0,0,8,14,3,15,0
B_C00098,B_U1679,2025-07-16 12:45:00,2025-07-16 12:52:00,7,0,product_page,lead,P0018,kits_and_bundles,unknown,unknown,0,0,7,16,2,12,1
B_C00099,B_U1646,2025-05-22 09:11:00,2025-05-22 10:17:00,66,1,general_contact,lead,unknown,unknown,unknown,unknown,0,0,5,22,3,9,1
B_C00100,B_U1017,2025-05-06 10:38:00,2025-05-06 16:02:00,324,0,general_contact,vip,unknown,unknown,unknown,unknown,0,0,5,6,1,10,1
B_C00101,B_U0445,2025-02-01 11:16:00,2025-02-02 14:52:00,1656,0,product_page,lead,P0045,other_accessories,phone_cases,personalized_cases,1,0,2,1,5,11,0
B_C00102,B_U1650,2025-04-12 11:44:00,2025-04-12 19:31:00,467,0,general_contact,lead,P0025,other_accessories,airpods_cases,unknown,0,0,4,12,5,11,1
B_C00103,B_U2466,2025-12-01 19:41:00,2025-12-05 03:21:00,4780,0,product_page,vip,P0037,other_accessories,phone_cases,all_phone_cases,1,1,12,1,0,19,0
B_C00104,B_U2012,2025-02-24 17:12:00,2025-02-26 06:46:00,2254,1,product_page,lead,P0001,retro_consoles,caseover_console,unknown,0,0,2,24,0,17,0
B_C00105,B_U2090,2025-07-12 21:36:00,2025-07-13 17:19:00,1183,1,product_page,two_times,P0037,other_accessories,phone_cases,all_phone_cases,0,0,7,12,5,21,1
B_C00106,B_U0527,2025-03-27 15:03:00,2025-03-27 18:31:00,208,0,product_page,lead,P0005,retro_consoles,caseover_projector,unknown,1,0,3,27,3,15,1
B_C00107,B_U1040,2025-06-20 09:24:00,2025-06-24 01:10:00,5266,0,product_page,one_time,P0002,retro_consoles,caseover_console,unknown,0,0,6,20,4,9,0
B_C00108,B_U0583,2025-08-15 19:30:00,2025-08-16 08:08:00,758,0,product_page,vip,P0020,kits_and_bundles,unknown,unknown,0,0,8,15,4,19,1
B_C00109,B_U0311,2025-09-17 18:39:00,2025-09-18 04:52:00,613,0,general_contact,vip,P0059,other_accessories,phone_cases,women,0,1,9,17,2,18,1
B_C00110,B_U0221,2025-03-24 21:46:00,2025-03-28 17:10:00,5484,1,product_page,vip,P0001,retro_consoles,caseover_console,unknown,0,0,3,24,0,21,0
B_C00111,B_U0794,2025-02-25 18:46:00,2025-02-26 17:11:00,1345,1,general_contact,two_times,unknown,unknown,unknown,unknown,1,0,2,25,1,18,1
B_C00112,B_U0578,2025-12-02 20:44:00,2025-12-06 01:33:00,4609,0,product_page,one_time,P0024,earphones,unknown,unknown,1,1,12,2,1,20,0
B_C00113,B_U0915,2025-04-16 16:39:00,2025-04-16 18:21:00,102,0,general_contact,lead,P0012,car_accessories,unknown,unknown,0,0,4,16,2,16,1
B_C00114,B_U1290,2025-11-16 12:44:00,2025-11-16 22:46:00,602,1,product_page,lead,P0045,other_accessories,phone_cases,personalized_cases,0,1,11,16,6,12,1
B_C00115,B_U0728,2025-04-05 10:37:00,2025-04-05 15:55:00,318,0,product_page,one_time,P0024,earphones,unknown,unknown,0,0,4,5,5,10,1
B_C00116,B_U0468,2025-06-02 12:40:00,2025-06-03 17:47:00,1747,0,product_page,lead,P0015,cameras_and_accessories,unknown,unknown,1,0,6,2,0,12,0
B_C00117,B_U0508,2025-11-05 15:17:00,2025-11-05 15:58:00,41,0,general_contact,one_time,unknown,unknown,unknown,unknown,0,1,11,5,2,15,1
B_C00118,B_U0746,2025-05-23 18:58:00,2025-05-25 09:01:00,2283,0,general_contact,vip,P0051,other_accessories,phone_cases,cars,0,0,5,23,4,18,0
B_C00119,B_U2625,2025-10-05 10:32:00,2025-10-05 14:03:00,211,0,product_page,lead,P0010,car_accessories,unknown,unknown,0,0,10,5,6,10,1
B_C00120,B_U0126,2025-04-11 19:02:00,2025-04-11 22:13:00,191,1,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,0,0,4,11,4,19,1
B_C00121,B_U2064,2025-06-25 12:07:00,2025-06-25 14:41:00,154,0,general_contact,two_times,P0024,earphones,unknown,unknown,1,0,6,25,2,12,1
B_C00122,B_U1376,2025-04-13 15:46:00,2025-04-13 18:23:00,157,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,4,13,6,15,1
B_C00123,B_U1213,2025-07-15 19:49:00,2025-07-19 01:21:00,4652,0,general_contact,two_times,P0007,retro_consoles,caseover_projector,unknown,0,0,7,15,1,19,0
B_C00124,B_U1673,2025-08-29 13:20:00,2025-08-31 10:54:00,2734,0,general_contact,lead,P0024,earphones,unknown,unknown,1,0,8,29,4,13,0
B_C00125,B_U0324,2025-05-04 13:51:00,2025-05-04 23:58:00,607,1,product_page,lead,P0017,kits_and_bundles,unknown,unknown,0,0,5,4,6,13,1
B_C00126,B_U0535,2025-08-21 16:53:00,2025-08-21 20:57:00,244,0,product_page,vip,P0020,kits_and_bundles,unknown,unknown,0,0,8,21,3,16,1
B_C00127,B_U2567,2025-03-15 17:20:00,2025-03-16 11:26:00,1086,0,product_page,lead,P0036,other_accessories,chargers_and_others,unknown,0,0,3,15,5,17,1
B_C00128,B_U1070,2025-07-29 13:32:00,2025-07-30 19:32:00,1800,0,product_page,lead,P0010,car_accessories,unknown,unknown,1,0,7,29,1,13,0
B_C00129,B_U1946,2025-07-18 22:37:00,2025-07-19 21:13:00,1356,0,general_contact,one_time,P0046,other_accessories,phone_cases,personalized_cases,0,0,7,18,4,22,1
B_C00130,B_U1621,2025-01-26 14:48:00,2025-01-29 16:45:00,4437,1,product_page,lead,P0024,earphones,unknown,unknown,1,0,1,26,6,14,0
B_C00131,B_U0004,2025-10-16 15:12:00,2025-10-16 15:49:00,37,1,general_contact,lead,P0001,retro_consoles,caseover_console,unknown,0,0,10,16,3,15,1
B_C00132,B_U1905,2025-06-12 10:31:00,2025-06-13 04:32:00,1081,1,product_page,lead,P0024,earphones,unknown,unknown,0,0,6,12,3,10,1
B_C00133,B_U0426,2025-10-05 14:58:00,2025-10-05 18:57:00,239,1,product_page,two_times,P0019,kits_and_bundles,unknown,unknown,0,0,10,5,6,14,1
B_C00134,B_U0324,2025-06-16 12:08:00,2025-06-16 12:55:00,47,0,general_contact,lead,P0040,other_accessories,phone_cases,all_phone_cases,0,0,6,16,0,12,1
B_C00135,B_U2669,2025-04-21 21:48:00,2025-04-22 03:02:00,314,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,0,4,21,0,21,1
B_C00136,B_U1593,2025-10-03 20:31:00,2025-10-03 21:06:00,35,1,product_page,one_time,P0028,other_accessories,airpods_cases,unknown,0,0,10,3,4,20,1
B_C00137,B_U1244,2025-08-26 14:28:00,2025-08-26 17:34:00,186,1,product_page,lead,P0010,car_accessories,unknown,unknown,1,0,8,26,1,14,1
B_C00138,B_U1243,2025-12-04 11:28:00,2025-12-05 06:42:00,1154,0,general_contact,vip,unknown,unknown,unknown,unknown,0,1,12,4,3,11,1
B_C00139,B_U1272,2025-03-03 12:23:00,2025-03-04 23:58:00,2135,0,product_page,lead,P0010,car_accessories,unknown,unknown,0,0,3,3,0,12,0
B_C00140,B_U2167,2025-12-18 20:27:00,2025-12-19 03:23:00,416,0,product_page,one_time,P0022,earphones,unknown,unknown,0,1,12,18,3,20,1
B_C00141,B_U2055,2025-10-07 14:13:00,2025-10-09 10:48:00,2675,0,product_page,lead,P0028,other_accessories,airpods_cases,unknown,0,0,10,7,1,14,0
B_C00142,B_U1453,2025-03-29 16:37:00,2025-03-30 04:38:00,721,0,general_contact,one_time,unknown,unknown,unknown,unknown,1,0,3,29,5,16,1
B_C00143,B_U1559,2025-02-17 15:03:00,2025-02-19 13:24:00,2781,1,product_page,vip,P0046,other_accessories,phone_cases,personalized_cases,0,0,2,17,0,15,0
B_C00144,B_U0948,2025-02-23 19:17:00,2025-02-23 20:24:00,67,1,product_page,one_time,P0008,retro_consoles,caseover_projector,unknown,0,0,2,23,6,19,1
B_C00145,B_U2557,2025-05-19 15:40:00,2025-05-23 04:49:00,5109,1,general_contact,one_time,unknown,unknown,unknown,unknown,0,0,5,19,0,15,0
B_C00146,B_U2660,2025-02-08 10:00:00,2025-02-09 19:50:00,2030,0,product_page,two_times,P0023,earphones,unknown,unknown,0,0,2,8,5,10,0
B_C00147,B_U1465,2025-05-27 21:58:00,2025-05-28 09:50:00,712,0,product_page,vip,P0026,other_accessories,airpods_cases,unknown,1,0,5,27,1,21,1
B_C00148,B_U1469,2025-08-06 14:58:00,2025-08-10 01:37:00,4959,0,general_contact,lead,unknown,unknown,unknown,unknown,0,0,8,6,2,14,0
B_C00149,B_U0290,2025-02-11 16:03:00,2025-02-11 18:43:00,160,0,product_page,one_time,P0011,car_accessories,unknown,unknown,0,0,2,11,1,16,1
B_C00150,B_U1228,2025-09-02 13:17:00,2025-09-02 13:31:00,14,0,general_contact,one_time,unknown,unknown,unknown,unknown,1,1,9,2,1,13,1
B_C00151,B_U0225,2025-04-10 12:56:00,2025-04-14 00:50:00,5034,0,product_page,one_time,P0016,cameras_and_accessories,unknown,unknown,0,0,4,10,3,12,0
B_C00152,B_U0042,2025-12-12 19:13:00,2025-12-12 19:31:00,18,0,product_page,one_time,P0020,kits_and_bundles,unknown,unknown,0,1,12,12,4,19,1
B_C00153,B_U1957,2025-05-26 18:50:00,2025-05-26 21:50:00,180,1,general_contact,vip,P0009,car_accessories,unknown,unknown,1,0,5,26,0,18,1
B_C00154,B_U2089,2025-04-23 09:54:00,2025-04-23 18:05:00,491,0,general_contact,two_times,unknown,unknown,unknown,unknown,0,0,4,23,2,9,1
B_C00155,B_U2068,2025-02-04 11:53:00,2025-02-08 02:55:00,5222,0,product_page,one_time,P0040,other_accessories,phone_cases,all_phone_cases,0,0,2,4,1,11,0
B_C00156,B_U2069,2025-01-10 18:02:00,2025-01-11 02:44:00,522,0,product_page,vip,P0014,cameras_and_accessories,unknown,unknown,0,0,1,10,4,18,1
B_C00157,B_U0044,2025-04-02 16:30:00,2025-04-04 18:08:00,2978,0,product_page,vip,P0052,other_accessories,phone_cases,cars,1,0,4,2,2,16,0
B_C00158,B_U1091,2025-07-01 14:10:00,2025-07-01 15:29:00,79,0,general_contact,one_time,P0049,other_accessories,phone_cases,cars,1,0,7,1,1,14,1
B_C00159,B_U2194,2025-09-29 13:59:00,2025-09-29 16:25:00,146,1,product_page,lead,P0007,retro_consoles,caseover_projector,unknown,1,1,9,29,0,13,1
B_C00160,B_U1227,2025-06-16 08:26:00,2025-06-19 11:41:00,4515,1,general_contact,vip,unknown,unknown,unknown,unknown,0,0,6,16,0,8,0
B_C00161,B_U0125,2025-05-25 12:35:00,2025-05-25 13:31:00,56,0,product_page,one_time,P0053,other_accessories,phone_cases,men,1,0,5,25,6,12,1
B_C00162,B_U0827,2025-04-28 12:41:00,2025-04-30 10:54:00,2773,0,product_page,lead,P0014,cameras_and_accessories,unknown,unknown,1,0,4,28,0,12,0
B_C00163,B_U1703,2025-03-18 13:38:00,2025-03-20 08:29:00,2571,1,product_page,vip,P0014,cameras_and_accessories,unknown,unknown,0,0,3,18,1,13,0
B_C00164,B_U0360,2025-09-01 18:41:00,2025-09-02 02:09:00,448,1,product_page,one_time,P0003,retro_consoles,caseover_console,unknown,1,1,9,1,0,18,1
B_C00165,B_U0865,2025-07-31 17:05:00,2025-08-01 01:34:00,509,0,product_page,lead,P0008,retro_consoles,caseover_projector,unknown,1,0,7,31,3,17,1
